semantic_id,client,seed
cifar100_proser_fedavg__split05__seed4__d0.5,0,4172412387
cifar100_proser_fedavg__split05__seed4__d0.5,1,4007776229
cifar100_proser_fedavg__split05__seed4__d0.5,2,772643152
cifar100_proser_fedavg__split05__seed4__d0.5,3,2662813762
cifar100_proser_fedavg__split05__seed4__d0.5,4,31874626
cifar100_proser_fedavg__split05__seed4__d5.0,0,3284042892
cifar100_proser_fedavg__split05__seed4__d5.0,1,4179572828
cifar100_proser_fedavg__split05__seed4__d5.0,2,3654561732
cifar100_proser_fedavg__split05__seed4__d5.0,3,2113138862
cifar100_proser_fedavg__split05__seed4__d5.0,4,4079450244
cifar100_proser_fedavg__split06__seed0__d0.1,0,936593777
cifar100_proser_fedavg__split06__seed0__d0.1,1,495995097
cifar100_proser_fedavg__split06__seed0__d0.1,2,3267829424
cifar100_proser_fedavg__split06__seed0__d0.1,3,3675490891
cifar100_proser_fedavg__split06__seed0__d0.1,4,1467744791
cifar100_proser_fedavg__split06__seed0__d0.5,0,2785113449
cifar100_proser_fedavg__split06__seed0__d0.5,1,3073348630
cifar100_proser_fedavg__split06__seed0__d0.5,2,3183684070
cifar100_proser_fedavg__split06__seed0__d0.5,3,2776561801
cifar100_proser_fedavg__split06__seed0__d0.5,4,1930725656
cifar100_proser_fedavg__split06__seed0__d5.0,0,1800675012
cifar100_proser_fedavg__split06__seed0__d5.0,1,3118403245
cifar100_proser_fedavg__split06__seed0__d5.0,2,1464172111
cifar100_proser_fedavg__split06__seed0__d5.0,3,181747673
cifar100_proser_fedavg__split06__seed0__d5.0,4,978779656
cifar100_proser_fedavg__split06__seed1__d0.1,0,2284215501
cifar100_proser_fedavg__split06__seed1__d0.1,1,4261647784
cifar100_proser_fedavg__split06__seed1__d0.1,2,298965447
cifar100_proser_fedavg__split06__seed1__d0.1,3,3613712754
cifar100_proser_fedavg__split06__seed1__d0.1,4,883128278
cifar100_proser_fedavg__split06__seed1__d0.5,0,1839519080
cifar100_proser_fedavg__split06__seed1__d0.5,1,1046772966
cifar100_proser_fedavg__split06__seed1__d0.5,2,3521622238
cifar100_proser_fedavg__split06__seed1__d0.5,3,3635000855
cifar100_proser_fedavg__split06__seed1__d0.5,4,2859398582
cifar100_proser_fedavg__split06__seed1__d5.0,0,846086653
cifar100_proser_fedavg__split06__seed1__d5.0,1,1993572096
cifar100_proser_fedavg__split06__seed1__d5.0,2,2165625110
cifar100_proser_fedavg__split06__seed1__d5.0,3,3712755173
cifar100_proser_fedavg__split06__seed1__d5.0,4,2424574898
cifar100_proser_fedavg__split06__seed2__d0.1,0,287628093
cifar100_proser_fedavg__split06__seed2__d0.1,1,425872497
cifar100_proser_fedavg__split06__seed2__d0.1,2,746273778
cifar100_proser_fedavg__split06__seed2__d0.1,3,568525469
cifar100_proser_fedavg__split06__seed2__d0.1,4,122535217
cifar100_proser_fedavg__split06__seed2__d0.5,0,739669915
cifar100_proser_fedavg__split06__seed2__d0.5,1,374935995
cifar100_proser_fedavg__split06__seed2__d0.5,2,137955560
cifar100_proser_fedavg__split06__seed2__d0.5,3,71219387
cifar100_proser_fedavg__split06__seed2__d0.5,4,3639694938
cifar100_proser_fedavg__split06__seed2__d5.0,0,2277763058
cifar100_proser_fedavg__split06__seed2__d5.0,1,3231459428
cifar100_proser_fedavg__split06__seed2__d5.0,2,4255229646
cifar100_proser_fedavg__split06__seed2__d5.0,3,3849992928
cifar100_proser_fedavg__split06__seed2__d5.0,4,4075829163
cifar100_proser_fedavg__split06__seed3__d0.1,0,3039960687
cifar100_proser_fedavg__split06__seed3__d0.1,1,3284942881
cifar100_proser_fedavg__split06__seed3__d0.1,2,1846874788
cifar100_proser_fedavg__split06__seed3__d0.1,3,3659837793
cifar100_proser_fedavg__split06__seed3__d0.1,4,3874855966
cifar100_proser_fedavg__split06__seed3__d0.5,0,2605255623
cifar100_proser_fedavg__split06__seed3__d0.5,1,3277381265
cifar100_proser_fedavg__split06__seed3__d0.5,2,3707413131
cifar100_proser_fedavg__split06__seed3__d0.5,3,549163223
cifar100_proser_fedavg__split06__seed3__d0.5,4,3151930852
cifar100_proser_fedavg__split06__seed3__d5.0,0,690889594
cifar100_proser_fedavg__split06__seed3__d5.0,1,941155881
cifar100_proser_fedavg__split06__seed3__d5.0,2,494222915
cifar100_proser_fedavg__split06__seed3__d5.0,3,1741832101
cifar100_proser_fedavg__split06__seed3__d5.0,4,1878771776
cifar100_proser_fedavg__split06__seed4__d0.1,0,2562266318
cifar100_proser_fedavg__split06__seed4__d0.1,1,1786210860
cifar100_proser_fedavg__split06__seed4__d0.1,2,2144779298
cifar100_proser_fedavg__split06__seed4__d0.1,3,1140458133
cifar100_proser_fedavg__split06__seed4__d0.1,4,2998600948
cifar100_proser_fedavg__split06__seed4__d0.5,0,138314514
cifar100_proser_fedavg__split06__seed4__d0.5,1,106689197
cifar100_proser_fedavg__split06__seed4__d0.5,2,627772226
cifar100_proser_fedavg__split06__seed4__d0.5,3,538922613
cifar100_proser_fedavg__split06__seed4__d0.5,4,3405671020
cifar100_proser_fedavg__split06__seed4__d5.0,0,3894546188
cifar100_proser_fedavg__split06__seed4__d5.0,1,2273484762
cifar100_proser_fedavg__split06__seed4__d5.0,2,1529802314
cifar100_proser_fedavg__split06__seed4__d5.0,3,2103401908
cifar100_proser_fedavg__split06__seed4__d5.0,4,2771972932
cifar100_proser_fedavg__split07__seed0__d0.1,0,818221184
cifar100_proser_fedavg__split07__seed0__d0.1,1,2997465780
cifar100_proser_fedavg__split07__seed0__d0.1,2,3014235510
cifar100_proser_fedavg__split07__seed0__d0.1,3,1488869052
cifar100_proser_fedavg__split07__seed0__d0.1,4,92599908
cifar100_proser_fedavg__split07__seed0__d0.5,0,4244511826
cifar100_proser_fedavg__split07__seed0__d0.5,1,449141061
cifar100_proser_fedavg__split07__seed0__d0.5,2,2377616267
cifar100_proser_fedavg__split07__seed0__d0.5,3,3165299318
cifar100_proser_fedavg__split07__seed0__d0.5,4,1723292385
cifar100_proser_fedavg__split07__seed0__d5.0,0,969797299
cifar100_proser_fedavg__split07__seed0__d5.0,1,3563449569
cifar100_proser_fedavg__split07__seed0__d5.0,2,4281055606
cifar100_proser_fedavg__split07__seed0__d5.0,3,666492510
cifar100_proser_fedavg__split07__seed0__d5.0,4,48879487
cifar100_proser_fedavg__split07__seed1__d0.1,0,2803435856
cifar100_proser_fedavg__split07__seed1__d0.1,1,2227682587
cifar100_proser_fedavg__split07__seed1__d0.1,2,347431177
cifar100_proser_fedavg__split07__seed1__d0.1,3,2213160275
cifar100_proser_fedavg__split07__seed1__d0.1,4,3442698176
cifar100_proser_fedavg__split07__seed1__d0.5,0,4234830278
cifar100_proser_fedavg__split07__seed1__d0.5,1,3336912044
cifar100_proser_fedavg__split07__seed1__d0.5,2,1398090062
cifar100_proser_fedavg__split07__seed1__d0.5,3,2739957137
cifar100_proser_fedavg__split07__seed1__d0.5,4,4238562602
cifar100_proser_fedavg__split07__seed1__d5.0,0,3180221004
cifar100_proser_fedavg__split07__seed1__d5.0,1,1290040446
cifar100_proser_fedavg__split07__seed1__d5.0,2,626351171
cifar100_proser_fedavg__split07__seed1__d5.0,3,4062597671
cifar100_proser_fedavg__split07__seed1__d5.0,4,3131889083
cifar100_proser_fedavg__split07__seed2__d0.1,0,2650150399
cifar100_proser_fedavg__split07__seed2__d0.1,1,3751114825
cifar100_proser_fedavg__split07__seed2__d0.1,2,3225289837
cifar100_proser_fedavg__split07__seed2__d0.1,3,2443274243
cifar100_proser_fedavg__split07__seed2__d0.1,4,4189497115
cifar100_proser_fedavg__split07__seed2__d0.5,0,54482813
cifar100_proser_fedavg__split07__seed2__d0.5,1,848229850
cifar100_proser_fedavg__split07__seed2__d0.5,2,10299111
cifar100_proser_fedavg__split07__seed2__d0.5,3,341715776
cifar100_proser_fedavg__split07__seed2__d0.5,4,1187383561
cifar100_proser_fedavg__split07__seed2__d5.0,0,3440186271
cifar100_proser_fedavg__split07__seed2__d5.0,1,1385318248
cifar100_proser_fedavg__split07__seed2__d5.0,2,383597497
cifar100_proser_fedavg__split07__seed2__d5.0,3,4009440370
cifar100_proser_fedavg__split07__seed2__d5.0,4,3557936069
cifar100_proser_fedavg__split07__seed3__d0.1,0,2271275851
cifar100_proser_fedavg__split07__seed3__d0.1,1,3556375418
cifar100_proser_fedavg__split07__seed3__d0.1,2,2740013100
cifar100_proser_fedavg__split07__seed3__d0.1,3,1908405160
cifar100_proser_fedavg__split07__seed3__d0.1,4,2468285688
cifar100_proser_fedavg__split07__seed3__d0.5,0,4186555430
cifar100_proser_fedavg__split07__seed3__d0.5,1,41815338
cifar100_proser_fedavg__split07__seed3__d0.5,2,413145150
cifar100_proser_fedavg__split07__seed3__d0.5,3,2627542714
cifar100_proser_fedavg__split07__seed3__d0.5,4,3755599435
cifar100_proser_fedavg__split07__seed3__d5.0,0,542619939
cifar100_proser_fedavg__split07__seed3__d5.0,1,2395635709
cifar100_proser_fedavg__split07__seed3__d5.0,2,2966595545
cifar100_proser_fedavg__split07__seed3__d5.0,3,2617585424
cifar100_proser_fedavg__split07__seed3__d5.0,4,4221498029
cifar100_proser_fedavg__split07__seed4__d0.1,0,2268403134
cifar100_proser_fedavg__split07__seed4__d0.1,1,1833876848
cifar100_proser_fedavg__split07__seed4__d0.1,2,314644862
cifar100_proser_fedavg__split07__seed4__d0.1,3,4161238044
cifar100_proser_fedavg__split07__seed4__d0.1,4,1629880329
cifar100_proser_fedavg__split07__seed4__d0.5,0,1389176311
cifar100_proser_fedavg__split07__seed4__d0.5,1,3250850362
cifar100_proser_fedavg__split07__seed4__d0.5,2,2063706227
cifar100_proser_fedavg__split07__seed4__d0.5,3,848937087
cifar100_proser_fedavg__split07__seed4__d0.5,4,3480575942
cifar100_proser_fedavg__split07__seed4__d5.0,0,946856021
cifar100_proser_fedavg__split07__seed4__d5.0,1,972349284
cifar100_proser_fedavg__split07__seed4__d5.0,2,780749531
cifar100_proser_fedavg__split07__seed4__d5.0,3,1098095716
cifar100_proser_fedavg__split07__seed4__d5.0,4,84076024
cifar100_proser_fedavg__split08__seed0__d0.1,0,4205678312
cifar100_proser_fedavg__split08__seed0__d0.1,1,3300741648
cifar100_proser_fedavg__split08__seed0__d0.1,2,2660348276
cifar100_proser_fedavg__split08__seed0__d0.1,3,291871834
cifar100_proser_fedavg__split08__seed0__d0.1,4,4134934666
cifar100_proser_fedavg__split08__seed0__d0.5,0,2258518180
cifar100_proser_fedavg__split08__seed0__d0.5,1,480762830
cifar100_proser_fedavg__split08__seed0__d0.5,2,3803242104
cifar100_proser_fedavg__split08__seed0__d0.5,3,28298183
cifar100_proser_fedavg__split08__seed0__d0.5,4,1084848857
cifar100_proser_fedavg__split08__seed0__d5.0,0,1870379410
cifar100_proser_fedavg__split08__seed0__d5.0,1,4108615062
cifar100_proser_fedavg__split08__seed0__d5.0,2,2586411063
cifar100_proser_fedavg__split08__seed0__d5.0,3,2864462562
cifar100_proser_fedavg__split08__seed0__d5.0,4,2879346596
cifar100_proser_fedavg__split08__seed1__d0.1,0,492904799
cifar100_proser_fedavg__split08__seed1__d0.1,1,944210521
cifar100_proser_fedavg__split08__seed1__d0.1,2,1613365159
cifar100_proser_fedavg__split08__seed1__d0.1,3,2388894657
cifar100_proser_fedavg__split08__seed1__d0.1,4,1392779399
cifar100_proser_fedavg__split08__seed1__d0.5,0,435952858
cifar100_proser_fedavg__split08__seed1__d0.5,1,556187112
cifar100_proser_fedavg__split08__seed1__d0.5,2,2180984358
cifar100_proser_fedavg__split08__seed1__d0.5,3,490879011
cifar100_proser_fedavg__split08__seed1__d0.5,4,2340211077
cifar100_proser_fedavg__split08__seed1__d5.0,0,710489862
cifar100_proser_fedavg__split08__seed1__d5.0,1,875228199
cifar100_proser_fedavg__split08__seed1__d5.0,2,598860337
cifar100_proser_fedavg__split08__seed1__d5.0,3,3008359284
cifar100_proser_fedavg__split08__seed1__d5.0,4,2056796846
cifar100_proser_fedavg__split08__seed2__d0.1,0,4150504180
cifar100_proser_fedavg__split08__seed2__d0.1,1,3665701924
cifar100_proser_fedavg__split08__seed2__d0.1,2,2504520547
cifar100_proser_fedavg__split08__seed2__d0.1,3,3568676527
cifar100_proser_fedavg__split08__seed2__d0.1,4,3702612214
cifar100_proser_fedavg__split08__seed2__d0.5,0,1266093362
cifar100_proser_fedavg__split08__seed2__d0.5,1,20881977
cifar100_proser_fedavg__split08__seed2__d0.5,2,2289185748
cifar100_proser_fedavg__split08__seed2__d0.5,3,2289522482
cifar100_proser_fedavg__split08__seed2__d0.5,4,4234419849
cifar100_proser_fedavg__split08__seed2__d5.0,0,4221268543
cifar100_proser_fedavg__split08__seed2__d5.0,1,1106344903
cifar100_proser_fedavg__split08__seed2__d5.0,2,1620075010
cifar100_proser_fedavg__split08__seed2__d5.0,3,3523735223
cifar100_proser_fedavg__split08__seed2__d5.0,4,1580429458
cifar100_proser_fedavg__split08__seed3__d0.1,0,1263862790
cifar100_proser_fedavg__split08__seed3__d0.1,1,4137075266
cifar100_proser_fedavg__split08__seed3__d0.1,2,159683469
cifar100_proser_fedavg__split08__seed3__d0.1,3,3609844261
cifar100_proser_fedavg__split08__seed3__d0.1,4,1021814971
cifar100_proser_fedavg__split08__seed3__d0.5,0,3354031925
cifar100_proser_fedavg__split08__seed3__d0.5,1,1709060316
cifar100_proser_fedavg__split08__seed3__d0.5,2,814197106
cifar100_proser_fedavg__split08__seed3__d0.5,3,2598895226
cifar100_proser_fedavg__split08__seed3__d0.5,4,2532616656
cifar100_proser_fedavg__split08__seed3__d5.0,0,1776618043
cifar100_proser_fedavg__split08__seed3__d5.0,1,2730156046
cifar100_proser_fedavg__split08__seed3__d5.0,2,258671906
cifar100_proser_fedavg__split08__seed3__d5.0,3,1330347217
cifar100_proser_fedavg__split08__seed3__d5.0,4,3976185405
cifar100_proser_fedavg__split08__seed4__d0.1,0,1678898465
cifar100_proser_fedavg__split08__seed4__d0.1,1,2457488579
cifar100_proser_fedavg__split08__seed4__d0.1,2,488550873
cifar100_proser_fedavg__split08__seed4__d0.1,3,3705181719
cifar100_proser_fedavg__split08__seed4__d0.1,4,1538543820
cifar100_proser_fedavg__split08__seed4__d0.5,0,958177721
cifar100_proser_fedavg__split08__seed4__d0.5,1,4250839
cifar100_proser_fedavg__split08__seed4__d0.5,2,3328644285
cifar100_proser_fedavg__split08__seed4__d0.5,3,2551469498
cifar100_proser_fedavg__split08__seed4__d0.5,4,4221380901
cifar100_proser_fedavg__split08__seed4__d5.0,0,4257745472
cifar100_proser_fedavg__split08__seed4__d5.0,1,972108774
cifar100_proser_fedavg__split08__seed4__d5.0,2,438069772
cifar100_proser_fedavg__split08__seed4__d5.0,3,2075087568
cifar100_proser_fedavg__split08__seed4__d5.0,4,3607481352
cifar100_proser_fedavg__split09__seed0__d0.1,0,2253258933
cifar100_proser_fedavg__split09__seed0__d0.1,1,2163274160
cifar100_proser_fedavg__split09__seed0__d0.1,2,391563840
cifar100_proser_fedavg__split09__seed0__d0.1,3,3705400764
cifar100_proser_fedavg__split09__seed0__d0.1,4,3392141053
cifar100_proser_fedavg__split09__seed0__d0.5,0,1127447295
cifar100_proser_fedavg__split09__seed0__d0.5,1,1277685886
cifar100_proser_fedavg__split09__seed0__d0.5,2,2810466808
cifar100_proser_fedavg__split09__seed0__d0.5,3,1474052309
cifar100_proser_fedavg__split09__seed0__d0.5,4,2331887612
cifar100_proser_fedavg__split09__seed0__d5.0,0,3490713299
cifar100_proser_fedavg__split09__seed0__d5.0,1,1785003505
cifar100_proser_fedavg__split09__seed0__d5.0,2,720611591
cifar100_proser_fedavg__split09__seed0__d5.0,3,4155878556
cifar100_proser_fedavg__split09__seed0__d5.0,4,2988497442
cifar100_proser_fedavg__split09__seed1__d0.1,0,3595148685
cifar100_proser_fedavg__split09__seed1__d0.1,1,1881442845
cifar100_proser_fedavg__split09__seed1__d0.1,2,160169788
cifar100_proser_fedavg__split09__seed1__d0.1,3,2027079997
cifar100_proser_fedavg__split09__seed1__d0.1,4,77389565
cifar100_proser_fedavg__split09__seed1__d0.5,0,2288488747
cifar100_proser_fedavg__split09__seed1__d0.5,1,541257024
cifar100_proser_fedavg__split09__seed1__d0.5,2,865353348
cifar100_proser_fedavg__split09__seed1__d0.5,3,735546464
cifar100_proser_fedavg__split09__seed1__d0.5,4,3738656090
cifar100_proser_fedavg__split09__seed1__d5.0,0,2222057351
cifar100_proser_fedavg__split09__seed1__d5.0,1,1183023238
cifar100_proser_fedavg__split09__seed1__d5.0,2,2175943538
cifar100_proser_fedavg__split09__seed1__d5.0,3,2670368474
cifar100_proser_fedavg__split09__seed1__d5.0,4,1451572382
cifar100_proser_fedavg__split09__seed2__d0.1,0,2066639955
cifar100_proser_fedavg__split09__seed2__d0.1,1,1234075490
cifar100_proser_fedavg__split09__seed2__d0.1,2,3866604833
cifar100_proser_fedavg__split09__seed2__d0.1,3,1484660554
cifar100_proser_fedavg__split09__seed2__d0.1,4,2747469252
cifar100_proser_fedavg__split09__seed2__d0.5,0,3989555654
cifar100_proser_fedavg__split09__seed2__d0.5,1,534752719
cifar100_proser_fedavg__split09__seed2__d0.5,2,116776867
cifar100_proser_fedavg__split09__seed2__d0.5,3,885697079
cifar100_proser_fedavg__split09__seed2__d0.5,4,1160103136
cifar100_proser_fedavg__split09__seed2__d5.0,0,327722949
cifar100_proser_fedavg__split09__seed2__d5.0,1,4136698727
cifar100_proser_fedavg__split09__seed2__d5.0,2,2258173030
cifar100_proser_fedavg__split09__seed2__d5.0,3,1901401746
cifar100_proser_fedavg__split09__seed2__d5.0,4,1904798502
cifar100_proser_fedavg__split09__seed3__d0.1,0,1637681810
cifar100_proser_fedavg__split09__seed3__d0.1,1,1131260393
cifar100_proser_fedavg__split09__seed3__d0.1,2,418107766
cifar100_proser_fedavg__split09__seed3__d0.1,3,554945331
cifar100_proser_fedavg__split09__seed3__d0.1,4,2732459940
cifar100_proser_fedavg__split09__seed3__d0.5,0,273051395
cifar100_proser_fedavg__split09__seed3__d0.5,1,3736183397
cifar100_proser_fedavg__split09__seed3__d0.5,2,4166406372
cifar100_proser_fedavg__split09__seed3__d0.5,3,20606971
cifar100_proser_fedavg__split09__seed3__d0.5,4,2277860559
cifar100_proser_fedavg__split09__seed3__d5.0,0,3752509902
cifar100_proser_fedavg__split09__seed3__d5.0,1,817659572
cifar100_proser_fedavg__split09__seed3__d5.0,2,1133394497
cifar100_proser_fedavg__split09__seed3__d5.0,3,3726714763
cifar100_proser_fedavg__split09__seed3__d5.0,4,2262750674
cifar100_proser_fedavg__split09__seed4__d0.1,0,977030615
cifar100_proser_fedavg__split09__seed4__d0.1,1,1624541102
cifar100_proser_fedavg__split09__seed4__d0.1,2,731047683
cifar100_proser_fedavg__split09__seed4__d0.1,3,4210448201
cifar100_proser_fedavg__split09__seed4__d0.1,4,3555725256
cifar100_proser_fedavg__split09__seed4__d0.5,0,1674155064
cifar100_proser_fedavg__split09__seed4__d0.5,1,4103428657
cifar100_proser_fedavg__split09__seed4__d0.5,2,514257163
cifar100_proser_fedavg__split09__seed4__d0.5,3,2969155860
cifar100_proser_fedavg__split09__seed4__d0.5,4,1093596987
cifar100_proser_fedavg__split09__seed4__d5.0,0,3135779427
cifar100_proser_fedavg__split09__seed4__d5.0,1,984560370
cifar100_proser_fedavg__split09__seed4__d5.0,2,4151581606
cifar100_proser_fedavg__split09__seed4__d5.0,3,2731523301
cifar100_proser_fedavg__split09__seed4__d5.0,4,1910157276
cifar10_proser_fedavg__split00__seed0__d0.1,0,3717916314
cifar10_proser_fedavg__split00__seed0__d0.1,1,3733829577
cifar10_proser_fedavg__split00__seed0__d0.1,2,2441277574
cifar10_proser_fedavg__split00__seed0__d0.1,3,332301371
cifar10_proser_fedavg__split00__seed0__d0.1,4,3225196076
cifar10_proser_fedavg__split00__seed0__d0.5,0,1253847173
cifar10_proser_fedavg__split00__seed0__d0.5,1,3689674352
cifar10_proser_fedavg__split00__seed0__d0.5,2,3714839548
cifar10_proser_fedavg__split00__seed0__d0.5,3,469323710
cifar10_proser_fedavg__split00__seed0__d0.5,4,59236488
cifar10_proser_fedavg__split00__seed0__d5.0,0,1640434550
cifar10_proser_fedavg__split00__seed0__d5.0,1,2101026889
cifar10_proser_fedavg__split00__seed0__d5.0,2,1136900596
cifar10_proser_fedavg__split00__seed0__d5.0,3,124198752
cifar10_proser_fedavg__split00__seed0__d5.0,4,1081207500
cifar10_proser_fedavg__split00__seed1__d0.1,0,2657919835
cifar10_proser_fedavg__split00__seed1__d0.1,1,3202112694
cifar10_proser_fedavg__split00__seed1__d0.1,2,24168375
cifar10_proser_fedavg__split00__seed1__d0.1,3,4202293903
cifar10_proser_fedavg__split00__seed1__d0.1,4,3348889287
cifar10_proser_fedavg__split00__seed1__d0.5,0,107807516
cifar10_proser_fedavg__split00__seed1__d0.5,1,1151665822
cifar10_proser_fedavg__split00__seed1__d0.5,2,604355903
cifar10_proser_fedavg__split00__seed1__d0.5,3,901903166
cifar10_proser_fedavg__split00__seed1__d0.5,4,3772582627
cifar10_proser_fedavg__split00__seed1__d5.0,0,568446966
cifar10_proser_fedavg__split00__seed1__d5.0,1,148846431
cifar10_proser_fedavg__split00__seed1__d5.0,2,3517729940
cifar10_proser_fedavg__split00__seed1__d5.0,3,2501365266
cifar10_proser_fedavg__split00__seed1__d5.0,4,1912218273
cifar10_proser_fedavg__split00__seed2__d0.1,0,2529137971
cifar10_proser_fedavg__split00__seed2__d0.1,1,2571935511
cifar10_proser_fedavg__split00__seed2__d0.1,2,1113031787
cifar10_proser_fedavg__split00__seed2__d0.1,3,965111305
cifar10_proser_fedavg__split00__seed2__d0.1,4,4099491141
cifar10_proser_fedavg__split00__seed2__d0.5,0,3298979257
cifar10_proser_fedavg__split00__seed2__d0.5,1,1515483944
cifar10_proser_fedavg__split00__seed2__d0.5,2,1222146982
cifar10_proser_fedavg__split00__seed2__d0.5,3,408150580
cifar10_proser_fedavg__split00__seed2__d0.5,4,2004225505
cifar10_proser_fedavg__split00__seed2__d5.0,0,1076814473
cifar10_proser_fedavg__split00__seed2__d5.0,1,3754829107
cifar10_proser_fedavg__split00__seed2__d5.0,2,2014131390
cifar10_proser_fedavg__split00__seed2__d5.0,3,3097193326
cifar10_proser_fedavg__split00__seed2__d5.0,4,962015018
cifar10_proser_fedavg__split00__seed3__d0.1,0,2377789326
cifar10_proser_fedavg__split00__seed3__d0.1,1,1766443840
cifar10_proser_fedavg__split00__seed3__d0.1,2,742223397
cifar10_proser_fedavg__split00__seed3__d0.1,3,603992338
cifar10_proser_fedavg__split00__seed3__d0.1,4,827802524
cifar10_proser_fedavg__split00__seed3__d0.5,0,3753941916
cifar10_proser_fedavg__split00__seed3__d0.5,1,999387660
cifar10_proser_fedavg__split00__seed3__d0.5,2,3638484038
cifar10_proser_fedavg__split00__seed3__d0.5,3,1389111939
cifar10_proser_fedavg__split00__seed3__d0.5,4,4159247665
cifar10_proser_fedavg__split00__seed3__d5.0,0,1456778455
cifar10_proser_fedavg__split00__seed3__d5.0,1,1125616624
cifar10_proser_fedavg__split00__seed3__d5.0,2,3312281276
cifar10_proser_fedavg__split00__seed3__d5.0,3,4089149129
cifar10_proser_fedavg__split00__seed3__d5.0,4,1475436395
cifar10_proser_fedavg__split00__seed4__d0.1,0,2329452276
cifar10_proser_fedavg__split00__seed4__d0.1,1,850503188
cifar10_proser_fedavg__split00__seed4__d0.1,2,4211727831
cifar10_proser_fedavg__split00__seed4__d0.1,3,3947421384
cifar10_proser_fedavg__split00__seed4__d0.1,4,3807393608
cifar10_proser_fedavg__split00__seed4__d0.5,0,2948006318
cifar10_proser_fedavg__split00__seed4__d0.5,1,2064076470
cifar10_proser_fedavg__split00__seed4__d0.5,2,1086774763
cifar10_proser_fedavg__split00__seed4__d0.5,3,3007138991
cifar10_proser_fedavg__split00__seed4__d0.5,4,2447676327
cifar10_proser_fedavg__split00__seed4__d5.0,0,2354008661
cifar10_proser_fedavg__split00__seed4__d5.0,1,2288166096
cifar10_proser_fedavg__split00__seed4__d5.0,2,4220718213
cifar10_proser_fedavg__split00__seed4__d5.0,3,3869576815
cifar10_proser_fedavg__split00__seed4__d5.0,4,4162913721
cifar10_proser_fedavg__split01__seed0__d0.1,0,3781436494
cifar10_proser_fedavg__split01__seed0__d0.1,1,2094958530
cifar10_proser_fedavg__split01__seed0__d0.1,2,3687902037
cifar10_proser_fedavg__split01__seed0__d0.1,3,1174204366
cifar10_proser_fedavg__split01__seed0__d0.1,4,497918171
cifar10_proser_fedavg__split01__seed0__d0.5,0,2131703293
cifar10_proser_fedavg__split01__seed0__d0.5,1,2256640442
cifar10_proser_fedavg__split01__seed0__d0.5,2,2705708678
cifar10_proser_fedavg__split01__seed0__d0.5,3,2112347747
cifar10_proser_fedavg__split01__seed0__d0.5,4,1229259359
cifar10_proser_fedavg__split01__seed0__d5.0,0,2832110107
cifar10_proser_fedavg__split01__seed0__d5.0,1,2283811205
cifar10_proser_fedavg__split01__seed0__d5.0,2,2278585723
cifar10_proser_fedavg__split01__seed0__d5.0,3,3817484671
cifar10_proser_fedavg__split01__seed0__d5.0,4,2514281272
cifar10_proser_fedavg__split01__seed1__d0.1,0,1184376201
cifar10_proser_fedavg__split01__seed1__d0.1,1,473896996
cifar10_proser_fedavg__split01__seed1__d0.1,2,2700123983
cifar10_proser_fedavg__split01__seed1__d0.1,3,358506616
cifar10_proser_fedavg__split01__seed1__d0.1,4,754656000
cifar10_proser_fedavg__split01__seed1__d0.5,0,283299072
cifar10_proser_fedavg__split01__seed1__d0.5,1,4141273421
cifar10_proser_fedavg__split01__seed1__d0.5,2,3786129757
cifar10_proser_fedavg__split01__seed1__d0.5,3,10333771
cifar10_proser_fedavg__split01__seed1__d0.5,4,2040438766
cifar10_proser_fedavg__split01__seed1__d5.0,0,2386329439
cifar10_proser_fedavg__split01__seed1__d5.0,1,3350137090
cifar10_proser_fedavg__split01__seed1__d5.0,2,3439094471
cifar10_proser_fedavg__split01__seed1__d5.0,3,2208623104
cifar10_proser_fedavg__split01__seed1__d5.0,4,4149100068
cifar10_proser_fedavg__split01__seed2__d0.1,0,312520990
cifar10_proser_fedavg__split01__seed2__d0.1,1,422822764
cifar10_proser_fedavg__split01__seed2__d0.1,2,2590000021
cifar10_proser_fedavg__split01__seed2__d0.1,3,1609600777
cifar10_proser_fedavg__split01__seed2__d0.1,4,3039030090
cifar10_proser_fedavg__split01__seed2__d0.5,0,3050217822
cifar10_proser_fedavg__split01__seed2__d0.5,1,1949553637
cifar10_proser_fedavg__split01__seed2__d0.5,2,3971746532
cifar10_proser_fedavg__split01__seed2__d0.5,3,2345570511
cifar10_proser_fedavg__split01__seed2__d0.5,4,1284441927
cifar10_proser_fedavg__split01__seed2__d5.0,0,1550227055
cifar10_proser_fedavg__split01__seed2__d5.0,1,2260219460
cifar10_proser_fedavg__split01__seed2__d5.0,2,2755308726
cifar10_proser_fedavg__split01__seed2__d5.0,3,3580855881
cifar10_proser_fedavg__split01__seed2__d5.0,4,3361883139
cifar10_proser_fedavg__split01__seed3__d0.1,0,2178222377
cifar10_proser_fedavg__split01__seed3__d0.1,1,2920903376
cifar10_proser_fedavg__split01__seed3__d0.1,2,1700258381
cifar10_proser_fedavg__split01__seed3__d0.1,3,2610948493
cifar10_proser_fedavg__split01__seed3__d0.1,4,612479539
cifar10_proser_fedavg__split01__seed3__d0.5,0,3346462642
cifar10_proser_fedavg__split01__seed3__d0.5,1,3878790185
cifar10_proser_fedavg__split01__seed3__d0.5,2,3010924447
cifar10_proser_fedavg__split01__seed3__d0.5,3,846745304
cifar10_proser_fedavg__split01__seed3__d0.5,4,621210772
