semantic_id,alpha,M,ordered_family_sha256
cifar100_proser_fedavg__split06__seed2__d0.1,0.25,12,0b3cc6f65cde5f4c140fedc177839353dc313537b26a2034cd9f3347c0be070d
cifar100_proser_fedavg__split06__seed2__d0.1,0.3,12,6cc0e99fc341471e5f6cfd8c791693261b62852613c2d6aa602c2116820b1b11
cifar100_proser_fedavg__split06__seed2__d0.5,0.05,12,731a71fd2a30f7de865908ba4ecc4c01b4d31d554095290234a885917b5a5aea
cifar100_proser_fedavg__split06__seed2__d0.5,0.1,12,0944327cf32ce0d15bc03a7d69b147b3853c2a0f6433926ca024b7dbc056c17f
cifar100_proser_fedavg__split06__seed2__d0.5,0.15,12,23e7e3562eb85272d89f50ac7cf6dd847ebc3dbc23503f59ee32832e346b5241
cifar100_proser_fedavg__split06__seed2__d0.5,0.2,12,4632d404d72bdd5d6d1c50104fbf087c1ea2a018cd7a5f9ad4ed4a0ea0a29c4a
cifar100_proser_fedavg__split06__seed2__d0.5,0.25,12,8da69c180b36a41764533fc896bc3c29a3ca8a8c6f64bd7ed424122eeff2c641
cifar100_proser_fedavg__split06__seed2__d0.5,0.3,12,996f8dc4c5dd6d2d7b8660a3a7034bdf23bf73e85d8407a13614f97d8f1350c3
cifar100_proser_fedavg__split06__seed2__d5.0,0.05,12,c6f50ebfceff1d5115442a7b2ba4f9b79749991aa989529c527f0dc0b9248fb5
cifar100_proser_fedavg__split06__seed2__d5.0,0.1,12,3b5127459c696c928710d0157bc16f74addc4a3594669ea7ab118fdb14250f25
cifar100_proser_fedavg__split06__seed2__d5.0,0.15,12,7b8a3f8b693b65d02cdb8bc1ac1b947f2160178082b2e6ad6469f680672b5457
cifar100_proser_fedavg__split06__seed2__d5.0,0.2,12,4933a3c4709b42ac0c8f0748212b578404996c788e3b5ba824385aa94f0bcdad
cifar100_proser_fedavg__split06__seed2__d5.0,0.25,12,0891e7aa396c9d0299f0e8843681e5b2ecc8e094f99b1c8b46861bae5fcde7aa
cifar100_proser_fedavg__split06__seed2__d5.0,0.3,12,6a124e607fec1311bff000be6b962c4c3d705c4b92f27fead42a2ee5a36544ac
cifar100_proser_fedavg__split06__seed3__d0.1,0.05,12,cb41d211769f8d1fed0738bd68eb05c5ec236f5f05ad8eac3994d70f460fc31b
cifar100_proser_fedavg__split06__seed3__d0.1,0.1,12,6051703252965965af51dc5b87d3297b3800b5052540fb9272c5be4ec8622726
cifar100_proser_fedavg__split06__seed3__d0.1,0.15,12,82749f96cd9c91d0f414e380478c4c0aec53f7e6575dc81ef0763969f25dfecd
cifar100_proser_fedavg__split06__seed3__d0.1,0.2,12,b0e975ff8e0f3ff61dd109c2d936817d209c1ccf86f5e3f11410bdd0242f2a25
cifar100_proser_fedavg__split06__seed3__d0.1,0.25,12,9528b062b1fba8ae222c961859f4550dafd1d471cceae6709e490a2977d7c5e3
cifar100_proser_fedavg__split06__seed3__d0.1,0.3,12,4df27bdf3c1e5c42ec5b3443bb6a051095e51fa4f9cd0d057136aab365613084
cifar100_proser_fedavg__split06__seed3__d0.5,0.05,12,df0023e59f587b90e772e54cae079bb3e293bcc8fb07c485eb2397810ca184c2
cifar100_proser_fedavg__split06__seed3__d0.5,0.1,12,6b32fe725568a365b1b2981fc4d8f9e1fc5728499cb82d9e4c83eef70f103ddb
cifar100_proser_fedavg__split06__seed3__d0.5,0.15,12,44cb908758837448037c46a8a8cea3072be47da018d538f3f77c865867f64aa2
cifar100_proser_fedavg__split06__seed3__d0.5,0.2,12,6b853026bb17b12adf824eeea775dcdc07bb1df35181ed46705265db72223597
cifar100_proser_fedavg__split06__seed3__d0.5,0.25,12,6e576be44fa97ac267f70009d9c2f3a7843a953292fa45430fd75c3e286cabbf
cifar100_proser_fedavg__split06__seed3__d0.5,0.3,12,7e5288b758b103cc7f36af5961cbed4d2de2adf6ebdd082efbe20bf4ca2ba224
cifar100_proser_fedavg__split06__seed3__d5.0,0.05,12,5d73c4396524927d03ed4faa2efb56f7ac092d0dccec722f4b98b21b8816fe36
cifar100_proser_fedavg__split06__seed3__d5.0,0.1,12,ffd69d65bedfa1902e2463ce18aebe03eb8b75658b477f5ac379359c0345ec8a
cifar100_proser_fedavg__split06__seed3__d5.0,0.15,12,5daec81ececa4bc98bc2b2bbda6c2d9c90ac89404c997dc905e2f5ac2e316b3e
cifar100_proser_fedavg__split06__seed3__d5.0,0.2,12,a0b77433999241733baa01834a32e980c19a818093057ec95fdd6d52f35628af
cifar100_proser_fedavg__split06__seed3__d5.0,0.25,12,964ae7b8fd1b477e05cd42ae388d2f21425cfa26b9df90ec2e4fe140e3200e39
cifar100_proser_fedavg__split06__seed3__d5.0,0.3,12,4195d7588db9ceb27c1dd00e0d11742ccdef7ab2d7fb32860adee920e3313fb5
cifar100_proser_fedavg__split06__seed4__d0.1,0.05,12,fc77bf7a3659a01c4c0fd1fec1dc4ffa586620e6d04c5b85672c820c32fd7e96
cifar100_proser_fedavg__split06__seed4__d0.1,0.1,12,3c8bdd6ff7c4068c5837401fc081510a0de6788cf36a778b8e7db784352c2224
cifar100_proser_fedavg__split06__seed4__d0.1,0.15,12,6f744300bbcf880efdebd71429c1b1ca031082abe89f0d6c82344974a0c499f8
cifar100_proser_fedavg__split06__seed4__d0.1,0.2,12,2569d8e8b7871b97351046675c35a327e852f89e5f58d4d75762f36c8beb5a43
cifar100_proser_fedavg__split06__seed4__d0.1,0.25,12,082c472c80b969c7ee0da039ad37a57113cb0c459a370263a6f8a3f399417909
cifar100_proser_fedavg__split06__seed4__d0.1,0.3,12,b5f701889d9532bd4d7bed85dd2cdcdbeabab84f4d2e861fa16a336962c1c10f
cifar100_proser_fedavg__split06__seed4__d0.5,0.05,12,cd7f04406ff85e2534da43ae8c6479e600f1b2d380426a116039aa60ec67f317
cifar100_proser_fedavg__split06__seed4__d0.5,0.1,12,d4e0da5b2ddbf153e5f7626e5b7e797169a3e1b00f4ff611dba5e1e4a81070d7
cifar100_proser_fedavg__split06__seed4__d0.5,0.15,12,e41dd74a4bc31771e19b3019139fef9228c890d66ae92ac257258817d81cef57
cifar100_proser_fedavg__split06__seed4__d0.5,0.2,12,19645cf19ca1f1ec6b53c80493aff9c024cc2fe2aa395227de413acf1b656723
cifar100_proser_fedavg__split06__seed4__d0.5,0.25,12,3a9c96b1ec09df837032fd1cabb27005001a6748ac52bcdd33ae1a69c9d9ec3d
cifar100_proser_fedavg__split06__seed4__d0.5,0.3,12,bfa88165bda97e30e44b1acd61845d63fba62c06d663bc37506464327b68ca8f
cifar100_proser_fedavg__split06__seed4__d5.0,0.05,12,d02de815bf5c9c6972abdc8b3795b0d94a40448f4fa8428d514dbf31cff84f06
cifar100_proser_fedavg__split06__seed4__d5.0,0.1,12,ef01517185992e658e6b51cb1a09ccdf390e70f15f8e99405e5ed5e20ec081b7
cifar100_proser_fedavg__split06__seed4__d5.0,0.15,12,4b01d344fecd5c8c93b19271ac9bd95cc64f3f5b8c8c317e7ae6df28e4d67258
cifar100_proser_fedavg__split06__seed4__d5.0,0.2,12,d8261a166dbd137d70f7c51c9bd9c6e6b6b1de7056dc57ef96c0e7d28f3b9b5b
cifar100_proser_fedavg__split06__seed4__d5.0,0.25,12,b50e3cb6931ab006ac9750b9394511138896cdcf9e78e16f0606dbb223be3c82
cifar100_proser_fedavg__split06__seed4__d5.0,0.3,12,74a92d2b8f4743e35e33b12c19eaa584813f31fec5514f7939caf42d41783706
cifar100_proser_fedavg__split07__seed0__d0.1,0.05,12,d688515363996232f78dbd2353086869abab7187f0d0353bc39b70a23cd586e7
cifar100_proser_fedavg__split07__seed0__d0.1,0.1,12,c4376dc7e36f35252fa177a76d7f5abb4fb0769e77b7d8c7474920ea7c0e4621
cifar100_proser_fedavg__split07__seed0__d0.1,0.15,12,f3ef621d9dcbed73f006ae2ab56221d8e11581fa192847335ab2bf4a8eb70ad4
cifar100_proser_fedavg__split07__seed0__d0.1,0.2,12,11b1787dc89ea33eb293f4e704a1c65ed4ddb2bf75b6bc6d9c89e58772b0f2f3
cifar100_proser_fedavg__split07__seed0__d0.1,0.25,12,9d1a1028334b61de8e6c3cb06f3aa703112d23810bb9f13d8afad27a5b690e3c
cifar100_proser_fedavg__split07__seed0__d0.1,0.3,12,33b31c54a22015bb532fc62da127458a1ba51dacb11099835b297b32abb5d0ea
cifar100_proser_fedavg__split07__seed0__d0.5,0.05,12,358b820acea3775e2cb44200965644cda07e5688003e0511a7f5e994922cd78e
cifar100_proser_fedavg__split07__seed0__d0.5,0.1,12,bc468330e8d5a223ce6a31e935f3c659f54ed1d6ec4c75260857cc40a6b55a25
cifar100_proser_fedavg__split07__seed0__d0.5,0.15,12,7fa62b05fa587eb45170632787f1fef73e9a5e1556c0beacbb70cdca2523f92c
cifar100_proser_fedavg__split07__seed0__d0.5,0.2,12,a85e42090fc23183c69895139acf494c71baca91ec8994612aa14f0af10d2a07
cifar100_proser_fedavg__split07__seed0__d0.5,0.25,12,487a50b5b891b198108db1cfd34d7f424cc97d4ca2a5c0ffc9a9e86afef2ab9f
cifar100_proser_fedavg__split07__seed0__d0.5,0.3,12,5fb4e13afb631c09b11f10d55c8f68edc0765ba876ca10618ab70dbc8cb6eb32
cifar100_proser_fedavg__split07__seed0__d5.0,0.05,12,09d57dada66b560c3d6066a8b5a5272c5a613466ae8b7321b8b5fa7e1262fc50
cifar100_proser_fedavg__split07__seed0__d5.0,0.1,12,daee20c2d0c7f315a2636646215b15c237f54fa2e41de1a8e6d36e312e17f115
cifar100_proser_fedavg__split07__seed0__d5.0,0.15,12,46e27cf860b647dfbb449b1cfe1eeb249be31d74fd90b8209a505ad17fd51656
cifar100_proser_fedavg__split07__seed0__d5.0,0.2,12,d22199b15865cb48ea673caeb964e9a68399b50602ec4903288a0c33fc8bbd5c
cifar100_proser_fedavg__split07__seed0__d5.0,0.25,12,7006ef25756925d2f9f344c1ed0066b4ca1d7e3beba167deb1f1a98c514c5110
cifar100_proser_fedavg__split07__seed0__d5.0,0.3,12,d095818a7d3715e2951dffb0b44c55577d1734ca5198bb88aa62b640b68971a5
cifar100_proser_fedavg__split07__seed1__d0.1,0.05,12,7dd2898b9617a1a6fd79bf164e09286223c3cb8f14897f4645cf3c6353b26cd7
cifar100_proser_fedavg__split07__seed1__d0.1,0.1,12,b1b383c28d266f1a9392de8eade63f55d18e98a64a49fdc57b38320d156b0378
cifar100_proser_fedavg__split07__seed1__d0.1,0.15,12,c11614063dd54395e7637625dfae0c0b495dbead8b40f56c8ab09880b64b220b
cifar100_proser_fedavg__split07__seed1__d0.1,0.2,12,0385cd6d3fe8fef3f5829e4a2709e3fae0b93ef21adda2b9ad85107559e5a257
cifar100_proser_fedavg__split07__seed1__d0.1,0.25,12,b963942e8910b750653bda8fee78b63d5300c2d43bd248cbf532040ddda6663a
cifar100_proser_fedavg__split07__seed1__d0.1,0.3,12,394c4a5dab70951a717577f53ec33303993043b5bb5ee931651552e7b0d157db
cifar100_proser_fedavg__split07__seed1__d0.5,0.05,12,8fc5143cb8bd0461eb894d1c44d624abe225f80c7619cae0ac6f17acc758970e
cifar100_proser_fedavg__split07__seed1__d0.5,0.1,12,0354bf16fac986d104f5a77bf42f0f5819c0bea520bcd18da30a54f7397e6b30
cifar100_proser_fedavg__split07__seed1__d0.5,0.15,12,015b1db0784c576c491dd8d8e19b321b6fafd6e08d2d929fd6ff1d54e0da8142
cifar100_proser_fedavg__split07__seed1__d0.5,0.2,12,e80dc479bfb7fb603467c08c170d918662540ac073c38a4f803915d3c01f8976
cifar100_proser_fedavg__split07__seed1__d0.5,0.25,12,261275c0987f30739d52ef1167cc81a06934ad4c3ddbc3659176ba551dd381c9
cifar100_proser_fedavg__split07__seed1__d0.5,0.3,12,7877f97ecefde77c35ae38a68f9497c6091ea1ea6cc5ad70a5274e719544d933
cifar100_proser_fedavg__split07__seed1__d5.0,0.05,12,a9154475e3d366cdbd9c3a2d6a479e2b3f024c57efaa43d13ce40c345ba56f7e
cifar100_proser_fedavg__split07__seed1__d5.0,0.1,12,d4946b40dc5bf0f27e61f7789a98e6fd2137e08ce1b3e4378b104f33f4cd3095
cifar100_proser_fedavg__split07__seed1__d5.0,0.15,12,9e3b5e51bb0f75985f3c29972221b0b00e1b1967f344a11a4fb29927bcff37d2
cifar100_proser_fedavg__split07__seed1__d5.0,0.2,12,037ddfa3116c8b0ca10461b4299c973880db3cb078bd9b9b01bcaf37d6b6e4a8
cifar100_proser_fedavg__split07__seed1__d5.0,0.25,12,4ffd4f765cede065fde36437a33507ce8a5683177f83d030343b9076501504ff
cifar100_proser_fedavg__split07__seed1__d5.0,0.3,12,e5227a615c70af3da7422edd4bff2f59873c890d3fe91960399eee7eb90ca68e
cifar100_proser_fedavg__split07__seed2__d0.1,0.05,12,537eabedf0e7bb1e8d9b41c4921c287f86ad9ed87e5cf3187df628e2cfc2d3df
cifar100_proser_fedavg__split07__seed2__d0.1,0.1,12,03eeafd58934e90ca4c02128ec59240aa18c2446d05f43acae4baa3b62290ee8
cifar100_proser_fedavg__split07__seed2__d0.1,0.15,12,2fb8d5c240fc2711d9399facc37f83c4de6d42a04bf2439c2133166068384f2f
cifar100_proser_fedavg__split07__seed2__d0.1,0.2,12,b29454d1a387af9d7228098a353a5928beee761b7f1bc00401012623958ee329
cifar100_proser_fedavg__split07__seed2__d0.1,0.25,12,7644fbb4534be8fb663b81e81da413d9dfd068c6ec5933dc95bf84c1fb2ef248
cifar100_proser_fedavg__split07__seed2__d0.1,0.3,12,94263341b5b46b9dc6053ab43f37ea45e27718036f942380392da353083d1457
cifar100_proser_fedavg__split07__seed2__d0.5,0.05,12,4b9fcdaf1b15bc6bdb25fb4e3c85fcb2e72708c4687ac2da99abe21734601899
cifar100_proser_fedavg__split07__seed2__d0.5,0.1,12,bddadd5ec0d82c4a306d355853cf2722ebcf39ab2f9956e3c57ef1f296740252
cifar100_proser_fedavg__split07__seed2__d0.5,0.15,12,524e487f4dac20a3d9842d98a9be82fd7c84f93524c3e8ec6caf1bfe1f11d8ba
cifar100_proser_fedavg__split07__seed2__d0.5,0.2,12,d38f31e27477fc5db45f529d89f744547ef6c4d2a8f3a662cecd129fee4953b4
cifar100_proser_fedavg__split07__seed2__d0.5,0.25,12,a5d19a193978bb221c54f0a44f8e5be45674b42a63ed0cdd7002b9e911bcd660
cifar100_proser_fedavg__split07__seed2__d0.5,0.3,12,42b07afe9ac608f4da13224c83c20b189cf5f9c8a4975172154e3c0d2b3658a7
cifar100_proser_fedavg__split07__seed2__d5.0,0.05,12,446448b524b7e68bd31df65bf0e5fc6f1a9958a02a10130eb2bbb91a62e6f034
cifar100_proser_fedavg__split07__seed2__d5.0,0.1,12,f38d05591a98ef524aabd4f53dc63e70642f123d545125eb8e7d80008110621e
cifar100_proser_fedavg__split07__seed2__d5.0,0.15,12,70671ec5ce43df5fe63495b04659e9249a9e0ab8687cab26d12a5fe83cee30a7
cifar100_proser_fedavg__split07__seed2__d5.0,0.2,12,7e5dd85255a7f460f378bb5416a4f354e3c3e11ade7e81c02f77743edb6d11b3
cifar100_proser_fedavg__split07__seed2__d5.0,0.25,12,3193c8b08f152b19d756cf09e19fef6f630316727b918c0599d51e37ac42e147
cifar100_proser_fedavg__split07__seed2__d5.0,0.3,12,ff3c662992e06d94a19bbf0ec8e4ae97720eea5381569dc17c641686892c0d69
cifar100_proser_fedavg__split07__seed3__d0.1,0.05,12,07c481b33f5e72e43f551a49f89da27cae5c54f4529241fa539273fb6a2ad0b9
cifar100_proser_fedavg__split07__seed3__d0.1,0.1,12,66b9e408e0e2967457ae6e6fedec0a4c4a2a91d1527ea54f5f481e292791b26d
cifar100_proser_fedavg__split07__seed3__d0.1,0.15,12,fad47765b5b7dba864bb5410ba0cf2930c274781658d09328437e34b50588045
cifar100_proser_fedavg__split07__seed3__d0.1,0.2,12,5ec51eacc40c516648d70a21eb4fad912c35a4bd67d0b212cd73ea328df858f8
cifar100_proser_fedavg__split07__seed3__d0.1,0.25,12,38ae87e426a3ba8e0971ba47d835cc7a6ced3399ee6f9f89345467d0ed1c9da8
cifar100_proser_fedavg__split07__seed3__d0.1,0.3,12,3a18721ea660630494841bd5b3cf7c77a8c94e7d3278c989f1926da5e2b717df
cifar100_proser_fedavg__split07__seed3__d0.5,0.05,12,5e0d913d4330d8844918fa36324711d28900f10fc0e713d121e2e0b95389eca1
cifar100_proser_fedavg__split07__seed3__d0.5,0.1,12,b1648308e5c604631f390839113b1901322fa0449ecf2447760de65ab5d008c9
cifar100_proser_fedavg__split07__seed3__d0.5,0.15,12,7f5a50d9e13440afcf9be52474b67c1974376573ce881f7a979cfd9d1a8776e9
cifar100_proser_fedavg__split07__seed3__d0.5,0.2,12,fd01c8af6a0dc6e7119da080df7125ae8b61ec997fc0fcaa6e6446cdb0ded694
cifar100_proser_fedavg__split07__seed3__d0.5,0.25,12,ce13f2065d339ed5fdb45a156699f3075ff2763c6ecb985739c58413f9373c3f
cifar100_proser_fedavg__split07__seed3__d0.5,0.3,12,4327da4a9f3f3d378e4106ff7675bad98cda0ebb77693de69a92541960707cc1
cifar100_proser_fedavg__split07__seed3__d5.0,0.05,12,82adb37c4587ae3ee5d4e4e70cb002940eac7907bc4b0cc04cce55b1fe7d1263
cifar100_proser_fedavg__split07__seed3__d5.0,0.1,12,11d977a4dd62664ca4447b4ff4db783c786cd0ff4c558b7fcc86c6dfef662c9c
cifar100_proser_fedavg__split07__seed3__d5.0,0.15,12,41ce2df8eaed0154e986fd056d887e6ca47938998c19be26a6609a88f6918319
cifar100_proser_fedavg__split07__seed3__d5.0,0.2,12,23274396032f1e5697b9eadbcb2949181b00980857efae267eb25569d49e6653
cifar100_proser_fedavg__split07__seed3__d5.0,0.25,12,eb83dbb4216e8038e834df987e4004d97636db64a204dcfb458720066430290c
cifar100_proser_fedavg__split07__seed3__d5.0,0.3,12,3f430313c19a3b7fc17d6f08c5fab8ded33a9753b0102f94a1061b796d47a448
cifar100_proser_fedavg__split07__seed4__d0.1,0.05,12,5906ee8812b02639d460d02a85fa46071281332f6c4fb0f3727bc7b3aed72f3e
cifar100_proser_fedavg__split07__seed4__d0.1,0.1,12,1b58f2a75ad7d6093641e84db4ec8e4c90538e2e1230d6824d8a5d2d9ff01569
cifar100_proser_fedavg__split07__seed4__d0.1,0.15,12,530b5eae65f20fda3c049833fb1290775bdb46cb6b47c8a792556f94b086f78a
cifar100_proser_fedavg__split07__seed4__d0.1,0.2,12,c6af8e3e0b79a9ec839544c7d070c06e32bd79118b71b33ceb19e06922cd6293
cifar100_proser_fedavg__split07__seed4__d0.1,0.25,12,137f16010e03f7fb774138c437e3ff2ba1c3604eb2e122de100105d882625638
cifar100_proser_fedavg__split07__seed4__d0.1,0.3,12,9b50060692cf9eae90daf213c1b6031ee61f31254799be2bf64e66a49cb2f2c8
cifar100_proser_fedavg__split07__seed4__d0.5,0.05,12,c11069e09e3c2726861457bf3f32922ab874cae9133fa6c4981c8bfc2ce219ed
cifar100_proser_fedavg__split07__seed4__d0.5,0.1,12,bd7c8625b9b76d424ba945b12572db9ef9d263f6313ed5e31ef8e398772a0114
cifar100_proser_fedavg__split07__seed4__d0.5,0.15,12,b8730ea3f177ef6794e38a86b88ef573f10d078178b7ef1d0b2bf60db90efd78
cifar100_proser_fedavg__split07__seed4__d0.5,0.2,12,c439f2b7a1bc0720799514b2f344e3576c4a30e9035cbcbc89709bde060f2575
cifar100_proser_fedavg__split07__seed4__d0.5,0.25,12,f3dacbcc2a090ea374b16905a5c7d2676d11ff9687972bc142ec418940eb4380
cifar100_proser_fedavg__split07__seed4__d0.5,0.3,12,13999169528e300aaed029f74a0d0a267c3b491f8017ef8167d0d717dbe1c569
cifar100_proser_fedavg__split07__seed4__d5.0,0.05,12,e8d93ae35aaf8b39164de80f6f693aeb020d762a660ed7dc7d859d362ff559e3
cifar100_proser_fedavg__split07__seed4__d5.0,0.1,12,6290602e13a1e521c168604f5f3f037d666a60bccbc155adc201fb8fedab4ab5
cifar100_proser_fedavg__split07__seed4__d5.0,0.15,12,e50f0c7eb3b61f06a25d8fd914a43dc5873374d2f7f54bf18ec9dad004981dd8
cifar100_proser_fedavg__split07__seed4__d5.0,0.2,12,738f6c4ff957adf0a78b1a6de9024fd011c9a49daf26612dc79521a47b600921
cifar100_proser_fedavg__split07__seed4__d5.0,0.25,12,d3ad9020f8174ccaee5fca73f33605d702fc70009ca5d5f52a13370175ec6100
cifar100_proser_fedavg__split07__seed4__d5.0,0.3,12,f85fbcc09304646789c719c2e1512dc3a30583538cd7d9ba2b809b6c83b53082
cifar100_proser_fedavg__split08__seed0__d0.1,0.05,12,e9e1dc4fd7ac72f3d0bf811997ec2efbc6067bab2988398a9c533e8ec75753f5
cifar100_proser_fedavg__split08__seed0__d0.1,0.1,12,bd2f3f0cdbfd9ad31a2ced2b04929c425d0ad218bbd518faef1b1d650f9f2171
cifar100_proser_fedavg__split08__seed0__d0.1,0.15,12,f2a40ddeb2bb5933f0556b093a2ff04322a603eb3811a6ec40e52b19b0c8912d
cifar100_proser_fedavg__split08__seed0__d0.1,0.2,12,4243eae2caf90360d9cb66e246fadfba43098916d260764e55f58be0f6b2947d
cifar100_proser_fedavg__split08__seed0__d0.1,0.25,12,bf9222fe3e9e64c4bdb64aa5bb225cdc596ba5312ec140c0a7eeb3fd710545ab
cifar100_proser_fedavg__split08__seed0__d0.1,0.3,12,520fee663d5e1bef148c6721a9074174e0ff1d2525ac0e9afeb167955dedf092
cifar100_proser_fedavg__split08__seed0__d0.5,0.05,12,81e361189f16ca6b5488858bfceb9ace1c6aac0a36a6dbdce19535bbf2687203
cifar100_proser_fedavg__split08__seed0__d0.5,0.1,12,33309f2d4825c32cac65b27dd28516441f4a12e83c9f7db9721df0fff8cb5b32
cifar100_proser_fedavg__split08__seed0__d0.5,0.15,12,d468b5d64adea69e0f7632dc6a99db1b1105f31e6e02b74a36a0d85ed43cfabc
cifar100_proser_fedavg__split08__seed0__d0.5,0.2,12,1ff8214622b1adef949dd929a3014daee00f4f50a2eebe88439dec37853e9d50
cifar100_proser_fedavg__split08__seed0__d0.5,0.25,12,da1fc6d3a6c657ac0f8e7cdf7107de2f046ea69a87ae01b3d4fccfd4fec2249d
cifar100_proser_fedavg__split08__seed0__d0.5,0.3,12,d65a52af8bd7a75b8eca52dfb50693ea769a4fbb8f690d7b8cdcfb34eec7a055
cifar100_proser_fedavg__split08__seed0__d5.0,0.05,12,3a5ce963ae432e5579b73623cb46dc4355d3e9c8cc3a0f7814a3ef3261fd01ba
cifar100_proser_fedavg__split08__seed0__d5.0,0.1,12,500601e752b0ade7aa523d3a36d47198f69b4ac6a7bbf348f0eb2d63062f79fa
cifar100_proser_fedavg__split08__seed0__d5.0,0.15,12,ecc26c30cc72a7ca2fac738f955a50c7777b31c73fb0608e42de7d16951c6d07
cifar100_proser_fedavg__split08__seed0__d5.0,0.2,12,495abedbc3281962a5c4a2527d2509149458694b59e919c6e88829681024ba2c
cifar100_proser_fedavg__split08__seed0__d5.0,0.25,12,1a4554ae194573690a1530c6e07c391faaba366e706cef6ec3e51dbd3c40db71
cifar100_proser_fedavg__split08__seed0__d5.0,0.3,12,dace9e1b9f953a274fa8402dc72e58eab01ea51c86f65f6981d1bca7265101bf
cifar100_proser_fedavg__split08__seed1__d0.1,0.05,12,ec3673201177e6782bc8fe399cfdc2de4b763f058cbaac97f52505e030e7902a
cifar100_proser_fedavg__split08__seed1__d0.1,0.1,12,1f95d6f7f30244dc7723f6c57a2c3b844810285110fff3c97fab0606c6d5c39e
cifar100_proser_fedavg__split08__seed1__d0.1,0.15,12,b27c49705359c27646a1c09ff27b237b41b50cda280c82cbbedaf1b1a5fd7919
cifar100_proser_fedavg__split08__seed1__d0.1,0.2,12,22b050632c3f7d97ac8184cc12e248bca655cb77a69441071fb9f4646acfd0a9
cifar100_proser_fedavg__split08__seed1__d0.1,0.25,12,fe81e8510943f3b924097b8a863772fc1bf0727eef466d3c158b32a05f912841
cifar100_proser_fedavg__split08__seed1__d0.1,0.3,12,6eb4b307510deb98ecf1e8353f47a2f580995ae114bc6a17cb3329b6693403f0
cifar100_proser_fedavg__split08__seed1__d0.5,0.05,12,ac200589233c6d403369a854edcc2ef9beb465353b15a4d8d29f57cbe2233c02
cifar100_proser_fedavg__split08__seed1__d0.5,0.1,12,768b0839b2ae165fd18c1896cd94976bc4a268dada811fc28761b9af8726ca1b
cifar100_proser_fedavg__split08__seed1__d0.5,0.15,12,6935c38c94c6d4ac58ded96f158c2c4789bdae1277e16fef80c81ce918efc71a
cifar100_proser_fedavg__split08__seed1__d0.5,0.2,12,c8e53abbbc241eaf00c67f50581d576a4bd17bfe08de9734d3eb8c670a05399e
cifar100_proser_fedavg__split08__seed1__d0.5,0.25,12,0dc5da2b5de08d510f5e6e1ead74673a3c97a1a8a7af14fb0aaaec1575163ca1
cifar100_proser_fedavg__split08__seed1__d0.5,0.3,12,66a499fc884d9815e5b5b509c3707f8c8657e110cdf00ea27551e3205219f543
cifar100_proser_fedavg__split08__seed1__d5.0,0.05,12,56e6369af3736db1c053029b33be949fe6654ccad7c9445de5af876276a11b20
cifar100_proser_fedavg__split08__seed1__d5.0,0.1,12,88c8054191be5c9948ca923e6795e186a3100995cc8d353dbf054231bf7e646d
cifar100_proser_fedavg__split08__seed1__d5.0,0.15,12,1195697ed2e750760cce790bf2d04de1da239dc43660c875bfc9f92a9627520d
cifar100_proser_fedavg__split08__seed1__d5.0,0.2,12,6949c850ad84c7e90458262e7ef9ca1f556a1d04a8789dc1550feb55efe068f5
cifar100_proser_fedavg__split08__seed1__d5.0,0.25,12,de6a78a355e665ac79bcaa2462ff068c0473934985c393acbfb47a5b011ece06
cifar100_proser_fedavg__split08__seed1__d5.0,0.3,12,3e6dbd18d9a3306ac3da59fc214bb05fd83452ecc418e612452fa4d7be058e81
cifar100_proser_fedavg__split08__seed2__d0.1,0.05,12,eca6ffc20c7c25203f1b62fa1fa5ceb52f4420fbba4a71b71b1c75a1b686fb88
cifar100_proser_fedavg__split08__seed2__d0.1,0.1,12,b75794ff783732234d25a82c8b452cfb38c85738848ff2cb2bcda7eb02e91aca
cifar100_proser_fedavg__split08__seed2__d0.1,0.15,12,c0a9f784175b12d5314f15bfc9aeb96a948be086bf865a2a5dfa91c9b36165da
cifar100_proser_fedavg__split08__seed2__d0.1,0.2,12,1c7e285f4f86dd5d2a6079ca70f7781f9d95dd9baf49c2eb14ecc98a1aef0b8a
cifar100_proser_fedavg__split08__seed2__d0.1,0.25,12,3b2d0550254b6a481d0ec30297535188974522cf8b49d91b12a06004df36321a
cifar100_proser_fedavg__split08__seed2__d0.1,0.3,12,3415c73ea60044ed60d7e28439c6e85daa1f45068338f175827204d996d818e3
cifar100_proser_fedavg__split08__seed2__d0.5,0.05,12,c0e09bc6deef8e60a31ed39a18fc1047c490e4ddbf8f827c52a06082dfad6fa2
cifar100_proser_fedavg__split08__seed2__d0.5,0.1,12,5a3088fa8396a7355acdd5a7f9f6ae8f60403af6ce004843d0a6805cd3de84b8
cifar100_proser_fedavg__split08__seed2__d0.5,0.15,12,bb09649abbedced3a21fd646e56279e84681b5acace6669247929e2a651f4305
cifar100_proser_fedavg__split08__seed2__d0.5,0.2,12,283bb328d2182af84b01680877b918e4706710c41a567d21de0666c6d5bf2320
cifar100_proser_fedavg__split08__seed2__d0.5,0.25,12,8e6b0f4e771d6d25c2c0852793f49995cef6492f9264e08071fcd7583b4a2f4e
cifar100_proser_fedavg__split08__seed2__d0.5,0.3,12,d82498df35d82e80ffc64ccaa7b6166d0b54f7f2e5e70fe95d62193c2e054e84
cifar100_proser_fedavg__split08__seed2__d5.0,0.05,12,29f04a64b8429372e4e30cb32d29c63f6c02608c2bcc34980337928fc09b4342
