kind,semantic_id,path,bytes,mtime_ns,dataset,condition,d,J
cifar,cifar100_proser_fedavg__split09__seed1__d0.1,results/confirmatory_400r/runs/cifar100_proser_fedavg__split09__seed1__d0.1_common.npz,2057514,1785418993433438689,cifar100,d0.1,0.1,5
cifar,cifar100_proser_fedavg__split09__seed1__d0.5,results/confirmatory_400r/runs/cifar100_proser_fedavg__split09__seed1__d0.5_common.npz,2074035,1785420075683198879,cifar100,d0.5,0.5,5
cifar,cifar100_proser_fedavg__split09__seed1__d5.0,results/confirmatory_400r/runs/cifar100_proser_fedavg__split09__seed1__d5.0_common.npz,2072419,1785425385853238129,cifar100,d5,5.0,5
cifar,cifar100_proser_fedavg__split09__seed2__d0.1,results/confirmatory_400r/runs/cifar100_proser_fedavg__split09__seed2__d0.1_common.npz,2062961,1785427137730463284,cifar100,d0.1,0.1,5
cifar,cifar100_proser_fedavg__split09__seed2__d0.5,results/confirmatory_400r/runs/cifar100_proser_fedavg__split09__seed2__d0.5_common.npz,2073181,1785430242928129794,cifar100,d0.5,0.5,5
cifar,cifar100_proser_fedavg__split09__seed2__d5.0,results/confirmatory_400r/runs/cifar100_proser_fedavg__split09__seed2__d5.0_common.npz,2075922,1785431209355010032,cifar100,d5,5.0,5
cifar,cifar100_proser_fedavg__split09__seed3__d0.1,results/confirmatory_400r/runs/cifar100_proser_fedavg__split09__seed3__d0.1_common.npz,2062696,1785436433857181393,cifar100,d0.1,0.1,5
cifar,cifar100_proser_fedavg__split09__seed3__d0.5,results/confirmatory_400r/runs/cifar100_proser_fedavg__split09__seed3__d0.5_common.npz,2070392,1785438481031095053,cifar100,d0.5,0.5,5
cifar,cifar100_proser_fedavg__split09__seed3__d5.0,results/confirmatory_400r/runs/cifar100_proser_fedavg__split09__seed3__d5.0_common.npz,2072477,1785441501532632983,cifar100,d5,5.0,5
cifar,cifar100_proser_fedavg__split09__seed4__d0.1,results/confirmatory_400r/runs/cifar100_proser_fedavg__split09__seed4__d0.1_common.npz,2059168,1785442347330411958,cifar100,d0.1,0.1,5
cifar,cifar100_proser_fedavg__split09__seed4__d0.5,results/confirmatory_400r/runs/cifar100_proser_fedavg__split09__seed4__d0.5_common.npz,2071620,1785447500936546026,cifar100,d0.5,0.5,5
cifar,cifar100_proser_fedavg__split09__seed4__d5.0,results/confirmatory_400r/runs/cifar100_proser_fedavg__split09__seed4__d5.0_common.npz,2074360,1785449868856010888,cifar100,d5,5.0,5
cifar,cifar10_proser_fedavg__split00__seed0__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split00__seed0__d0.1_common.npz,334172,1784568761336177151,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split00__seed0__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split00__seed0__d0.5_common.npz,336756,1784569754843594623,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split00__seed0__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split00__seed0__d5.0_common.npz,329508,1784569681519742712,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split00__seed1__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split00__seed1__d0.1_common.npz,340188,1784569982711090619,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split00__seed1__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split00__seed1__d0.5_common.npz,334475,1784580026002634200,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split00__seed1__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split00__seed1__d5.0_common.npz,331741,1784580778717334886,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split00__seed2__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split00__seed2__d0.1_common.npz,338105,1784580910435466001,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split00__seed2__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split00__seed2__d0.5_common.npz,334060,1784581379298267780,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split00__seed2__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split00__seed2__d5.0_common.npz,329346,1784591324548083855,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split00__seed3__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split00__seed3__d0.1_common.npz,338420,1784591872337579548,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split00__seed3__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split00__seed3__d0.5_common.npz,335591,1784592066314263868,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split00__seed3__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split00__seed3__d5.0_common.npz,330949,1784592763230554535,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split00__seed4__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split00__seed4__d0.1_common.npz,337276,1784602578869105667,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split00__seed4__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split00__seed4__d0.5_common.npz,337010,1784602941408148800,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split00__seed4__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split00__seed4__d5.0_common.npz,331002,1784603212755260071,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split01__seed0__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split01__seed0__d0.1_common.npz,336567,1784604145877950520,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split01__seed0__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split01__seed0__d0.5_common.npz,337641,1784613835859092352,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split01__seed0__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split01__seed0__d5.0_common.npz,333245,1784614007117550179,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split01__seed1__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split01__seed1__d0.1_common.npz,337855,1784614365383296125,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split01__seed1__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split01__seed1__d0.5_common.npz,337135,1784615494583583529,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split01__seed1__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split01__seed1__d5.0_common.npz,332273,1784625105321960268,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split01__seed2__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split01__seed2__d0.1_common.npz,337527,1784625070962018021,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split01__seed2__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split01__seed2__d0.5_common.npz,335189,1784625519297666459,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split01__seed2__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split01__seed2__d5.0_common.npz,334818,1784626862505530349,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split01__seed3__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split01__seed3__d0.1_common.npz,338560,1784636129065703132,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split01__seed3__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split01__seed3__d0.5_common.npz,336590,1784636354429089544,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split01__seed3__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split01__seed3__d5.0_common.npz,334078,1784636655841622815,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split01__seed4__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split01__seed4__d0.1_common.npz,339550,1784638215263401448,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split01__seed4__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split01__seed4__d0.5_common.npz,337149,1784647193238601320,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split01__seed4__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split01__seed4__d5.0_common.npz,334705,1784647603533210376,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split02__seed0__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split02__seed0__d0.1_common.npz,334705,1784647819972731174,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split02__seed0__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split02__seed0__d0.5_common.npz,338173,1784649573466321109,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split02__seed0__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split02__seed0__d5.0_common.npz,331000,1784658262814425345,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split02__seed1__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split02__seed1__d0.1_common.npz,336843,1784658860222374042,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split02__seed1__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split02__seed1__d0.5_common.npz,335546,1784658957960439138,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split02__seed1__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split02__seed1__d5.0_common.npz,331034,1784660927836519978,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split02__seed2__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split02__seed2__d0.1_common.npz,336492,1784669328408068051,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split02__seed2__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split02__seed2__d0.5_common.npz,333236,1784670125089261367,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split02__seed2__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split02__seed2__d5.0_common.npz,329202,1784670113689082689,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split02__seed3__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split02__seed3__d0.1_common.npz,338096,1784672291475186377,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split02__seed3__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split02__seed3__d0.5_common.npz,335501,1784680391535040328,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split02__seed3__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split02__seed3__d5.0_common.npz,330711,1784681254806350875,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split02__seed4__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split02__seed4__d0.1_common.npz,336533,1784681385275427139,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split02__seed4__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split02__seed4__d0.5_common.npz,337385,1784683641466107566,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split02__seed4__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split02__seed4__d5.0_common.npz,331814,1784691460643878709,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split03__seed0__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split03__seed0__d0.1_common.npz,332395,1784692415242365604,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split03__seed0__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split03__seed0__d0.5_common.npz,337196,1784692652413661938,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split03__seed0__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split03__seed0__d5.0_common.npz,331717,1784694997058448283,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split03__seed1__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split03__seed1__d0.1_common.npz,338388,1784702540266809130,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split03__seed1__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split03__seed1__d0.5_common.npz,334807,1784703552433307247,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split03__seed1__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split03__seed1__d5.0_common.npz,330445,1784703922488579798,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split03__seed2__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split03__seed2__d0.1_common.npz,336903,1784706355056362861,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split03__seed2__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split03__seed2__d0.5_common.npz,332506,1784713611264823023,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split03__seed2__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split03__seed2__d5.0_common.npz,331413,1784714706411055439,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split03__seed3__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split03__seed3__d0.1_common.npz,337658,1784715180516910482,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split03__seed3__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split03__seed3__d0.5_common.npz,335328,1784717709960803490,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split03__seed3__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split03__seed3__d5.0_common.npz,334238,1784724679343311851,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split03__seed4__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split03__seed4__d0.1_common.npz,335321,1784725851724001034,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split03__seed4__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split03__seed4__d0.5_common.npz,338102,1784726430415567717,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split03__seed4__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split03__seed4__d5.0_common.npz,333472,1784729064118884261,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split04__seed0__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split04__seed0__d0.1_common.npz,332585,1784735769685033114,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split04__seed0__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split04__seed0__d0.5_common.npz,339275,1784737003688715284,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split04__seed0__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split04__seed0__d5.0_common.npz,333648,1784737695352698134,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split04__seed1__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split04__seed1__d0.1_common.npz,337818,1784740423806621822,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split04__seed1__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split04__seed1__d0.5_common.npz,336456,1784746827533452441,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split04__seed1__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split04__seed1__d5.0_common.npz,332698,1784748159878111530,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split04__seed2__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split04__seed2__d0.1_common.npz,336647,1784748950083074575,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split04__seed2__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split04__seed2__d0.5_common.npz,335960,1784751784375354530,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split04__seed2__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split04__seed2__d5.0_common.npz,331973,1784757910610714188,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split04__seed3__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split04__seed3__d0.1_common.npz,338263,1784759297514811796,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split04__seed3__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split04__seed3__d0.5_common.npz,336469,1784760199308896256,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split04__seed3__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split04__seed3__d5.0_common.npz,333757,1784763134039816306,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split04__seed4__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split04__seed4__d0.1_common.npz,338024,1784768985738357591,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split04__seed4__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split04__seed4__d0.5_common.npz,338834,1784770431620013793,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split04__seed4__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split04__seed4__d5.0_common.npz,334646,1784771453296989078,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split05__seed0__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split05__seed0__d0.1_common.npz,330701,1784774505555349635,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split05__seed0__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split05__seed0__d0.5_common.npz,337318,1784780058299036458,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split05__seed0__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split05__seed0__d5.0_common.npz,332298,1784781580020020129,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split05__seed1__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split05__seed1__d0.1_common.npz,336980,1784782715641671675,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split05__seed1__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split05__seed1__d0.5_common.npz,335921,1784785842611927585,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split05__seed1__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split05__seed1__d5.0_common.npz,330181,1784791171868933069,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split05__seed2__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split05__seed2__d0.1_common.npz,337561,1784792790932341411,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split05__seed2__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split05__seed2__d0.5_common.npz,333878,1784794059352499680,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split05__seed2__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split05__seed2__d5.0_common.npz,333027,1784797311525624727,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split05__seed3__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split05__seed3__d0.1_common.npz,337779,1784802319718950254,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split05__seed3__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split05__seed3__d0.5_common.npz,336170,1784803986838281539,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split05__seed3__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split05__seed3__d5.0_common.npz,330043,1784805339725805541,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split05__seed4__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split05__seed4__d0.1_common.npz,335284,1784808669256630824,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split05__seed4__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split05__seed4__d0.5_common.npz,336916,1784813376986542801,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split05__seed4__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split05__seed4__d5.0_common.npz,331627,1784815133525389619,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split06__seed0__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split06__seed0__d0.1_common.npz,336702,1784816622862006412,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split06__seed0__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split06__seed0__d0.5_common.npz,336923,1784820016252111379,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split06__seed0__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split06__seed0__d5.0_common.npz,329691,1784824450870973869,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split06__seed1__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split06__seed1__d0.1_common.npz,338523,1784826283939500366,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split06__seed1__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split06__seed1__d0.5_common.npz,334339,1784827880447484893,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split06__seed1__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split06__seed1__d5.0_common.npz,330158,1784831373920995176,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split06__seed2__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split06__seed2__d0.1_common.npz,337628,1784835517534084085,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split06__seed2__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split06__seed2__d0.5_common.npz,334932,1784837436402341095,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split06__seed2__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split06__seed2__d5.0_common.npz,331333,1784839156536575859,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split06__seed3__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split06__seed3__d0.1_common.npz,338955,1784842715861553984,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split06__seed3__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split06__seed3__d0.5_common.npz,335232,1784846579620606544,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split06__seed3__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split06__seed3__d5.0_common.npz,332495,1784848572633567474,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split06__seed4__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split06__seed4__d0.1_common.npz,337255,1784850412720381178,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split06__seed4__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split06__seed4__d0.5_common.npz,336828,1784854061504646647,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split06__seed4__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split06__seed4__d5.0_common.npz,331463,1784857643258887579,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split07__seed0__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split07__seed0__d0.1_common.npz,333461,1784859730159064766,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split07__seed0__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split07__seed0__d0.5_common.npz,336851,1784861678574110764,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split07__seed0__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split07__seed0__d5.0_common.npz,330230,1784865414539487969,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split07__seed1__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split07__seed1__d0.1_common.npz,338860,1784868718046075257,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split07__seed1__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split07__seed1__d0.5_common.npz,334845,1784870863246713540,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split07__seed1__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split07__seed1__d5.0_common.npz,329918,1784872947077781760,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split07__seed2__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split07__seed2__d0.1_common.npz,337342,1784876770169190673,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split07__seed2__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split07__seed2__d0.5_common.npz,334579,1784879791463822173,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split07__seed2__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split07__seed2__d5.0_common.npz,329904,1784882027955737359,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split07__seed3__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split07__seed3__d0.1_common.npz,339143,1784884205669120756,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split07__seed3__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split07__seed3__d0.5_common.npz,334993,1784888130136873871,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split07__seed3__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split07__seed3__d5.0_common.npz,331973,1784890861308825304,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split07__seed4__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split07__seed4__d0.1_common.npz,339679,1784893171728803421,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split07__seed4__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split07__seed4__d0.5_common.npz,336462,1784895462286841067,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split07__seed4__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split07__seed4__d5.0_common.npz,331088,1784899485878299412,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split08__seed0__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split08__seed0__d0.1_common.npz,335775,1784901958151719058,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split08__seed0__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split08__seed0__d0.5_common.npz,338671,1784904325232463096,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split08__seed0__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split08__seed0__d5.0_common.npz,332686,1784906725043364075,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split08__seed1__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split08__seed1__d0.1_common.npz,337925,1784910854732887871,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split08__seed1__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split08__seed1__d0.5_common.npz,337244,1784913016225955958,cifar10,d0.5,0.5,5
cifar,cifar10_proser_fedavg__split08__seed1__d5.0,results/confirmatory_400r/runs/cifar10_proser_fedavg__split08__seed1__d5.0_common.npz,332227,1784915475543774823,cifar10,d5,5.0,5
cifar,cifar10_proser_fedavg__split08__seed2__d0.1,results/confirmatory_400r/runs/cifar10_proser_fedavg__split08__seed2__d0.1_common.npz,337076,1784917988818767094,cifar10,d0.1,0.1,5
cifar,cifar10_proser_fedavg__split08__seed2__d0.5,results/confirmatory_400r/runs/cifar10_proser_fedavg__split08__seed2__d0.5_common.npz,338898,1784922214912223034,cifar10,d0.5,0.5,5
