semantic_id,dataset,pipeline_id,implementation_label,backbone,input_res,arm,aggregation,lpd,gdca_ot,split_id,train_rep,d,paired_block,reuse_class,seed_class_split,seed_training_initialization,seed_base_data_permutation,seed_augmentation,seed_minibatch_order,seed_client_schedule,seed_Dirichlet_partition,seed_proposal_fold,seed_certification_reservoir,seed_primary_audit_draw,seed_secondary_audit_redraw,seed_traffic_draw,seed_evaluation
cifar10_proser_fedavg__split04__seed3__d5.0,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_04,3,5.0,cifar10__split04__seed3,fresh_training,1811896368,1818610448,2552558243,2321425737,1326547974,1884356243,1178508363,2672784073,127747693,716624903,2429653642,2492031004,1435617818
cifar10_proser_fedavg__split04__seed4__d0.1,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_04,4,0.1,cifar10__split04__seed4,fresh_training,1755926433,565954445,3676945254,3633579689,2424063112,67132170,443111600,1556442403,1160662758,1358120413,2466790401,1443501424,2050331490
cifar10_proser_fedavg__split04__seed4__d0.5,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_04,4,0.5,cifar10__split04__seed4,fresh_training,1755926433,565954445,3676945254,3633579689,2424063112,67132170,443111600,1556442403,1160662758,1358120413,2466790401,1443501424,2050331490
cifar10_proser_fedavg__split04__seed4__d5.0,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_04,4,5.0,cifar10__split04__seed4,fresh_training,1755926433,565954445,3676945254,3633579689,2424063112,67132170,443111600,1556442403,1160662758,1358120413,2466790401,1443501424,2050331490
cifar10_proser_fedavg__split05__seed0__d0.1,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_05,0,0.1,cifar10__split05__seed0,fresh_training,682046977,1176735589,1803948508,3665087486,3735163216,3373599323,1311939328,4081029303,1680966297,4045760189,2212435922,1229781119,2174187913
cifar10_proser_fedavg__split05__seed0__d0.5,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_05,0,0.5,cifar10__split05__seed0,fresh_training,682046977,1176735589,1803948508,3665087486,3735163216,3373599323,1311939328,4081029303,1680966297,4045760189,2212435922,1229781119,2174187913
cifar10_proser_fedavg__split05__seed0__d5.0,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_05,0,5.0,cifar10__split05__seed0,fresh_training,682046977,1176735589,1803948508,3665087486,3735163216,3373599323,1311939328,4081029303,1680966297,4045760189,2212435922,1229781119,2174187913
cifar10_proser_fedavg__split05__seed1__d0.1,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_05,1,0.1,cifar10__split05__seed1,fresh_training,4281551370,1629084562,464828297,3906846568,484188993,2553122695,2743996482,1485872854,1639505815,1886493673,4261925135,3210234078,52441004
cifar10_proser_fedavg__split05__seed1__d0.5,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_05,1,0.5,cifar10__split05__seed1,fresh_training,4281551370,1629084562,464828297,3906846568,484188993,2553122695,2743996482,1485872854,1639505815,1886493673,4261925135,3210234078,52441004
cifar10_proser_fedavg__split05__seed1__d5.0,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_05,1,5.0,cifar10__split05__seed1,fresh_training,4281551370,1629084562,464828297,3906846568,484188993,2553122695,2743996482,1485872854,1639505815,1886493673,4261925135,3210234078,52441004
cifar10_proser_fedavg__split05__seed2__d0.1,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_05,2,0.1,cifar10__split05__seed2,fresh_training,4187144429,2438565058,836884237,2197943901,1825781050,4210863075,1840023304,3223894723,3941420668,140490442,4264565387,3715162033,2453246465
cifar10_proser_fedavg__split05__seed2__d0.5,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_05,2,0.5,cifar10__split05__seed2,fresh_training,4187144429,2438565058,836884237,2197943901,1825781050,4210863075,1840023304,3223894723,3941420668,140490442,4264565387,3715162033,2453246465
cifar10_proser_fedavg__split05__seed2__d5.0,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_05,2,5.0,cifar10__split05__seed2,fresh_training,4187144429,2438565058,836884237,2197943901,1825781050,4210863075,1840023304,3223894723,3941420668,140490442,4264565387,3715162033,2453246465
cifar10_proser_fedavg__split05__seed3__d0.1,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_05,3,0.1,cifar10__split05__seed3,fresh_training,2003845027,2052672652,2969092683,1071636061,2962897329,3839401489,195501928,1410031791,1564041995,1233565215,3197274845,3180638444,4147751424
cifar10_proser_fedavg__split05__seed3__d0.5,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_05,3,0.5,cifar10__split05__seed3,fresh_training,2003845027,2052672652,2969092683,1071636061,2962897329,3839401489,195501928,1410031791,1564041995,1233565215,3197274845,3180638444,4147751424
cifar10_proser_fedavg__split05__seed3__d5.0,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_05,3,5.0,cifar10__split05__seed3,fresh_training,2003845027,2052672652,2969092683,1071636061,2962897329,3839401489,195501928,1410031791,1564041995,1233565215,3197274845,3180638444,4147751424
cifar10_proser_fedavg__split05__seed4__d0.1,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_05,4,0.1,cifar10__split05__seed4,fresh_training,1831033600,1802123082,1775769612,206108295,3478608378,2101520121,936246269,642167626,2371961747,408740932,3011619274,594374698,1153502721
cifar10_proser_fedavg__split05__seed4__d0.5,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_05,4,0.5,cifar10__split05__seed4,fresh_training,1831033600,1802123082,1775769612,206108295,3478608378,2101520121,936246269,642167626,2371961747,408740932,3011619274,594374698,1153502721
cifar10_proser_fedavg__split05__seed4__d5.0,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_05,4,5.0,cifar10__split05__seed4,fresh_training,1831033600,1802123082,1775769612,206108295,3478608378,2101520121,936246269,642167626,2371961747,408740932,3011619274,594374698,1153502721
cifar10_proser_fedavg__split06__seed0__d0.1,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_06,0,0.1,cifar10__split06__seed0,fresh_training,3639748221,608741522,2591621791,3882528768,517300563,2126506136,1507719353,1193200769,1691608405,1643074505,710727221,1923463127,2004781541
cifar10_proser_fedavg__split06__seed0__d0.5,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_06,0,0.5,cifar10__split06__seed0,fresh_training,3639748221,608741522,2591621791,3882528768,517300563,2126506136,1507719353,1193200769,1691608405,1643074505,710727221,1923463127,2004781541
cifar10_proser_fedavg__split06__seed0__d5.0,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_06,0,5.0,cifar10__split06__seed0,fresh_training,3639748221,608741522,2591621791,3882528768,517300563,2126506136,1507719353,1193200769,1691608405,1643074505,710727221,1923463127,2004781541
cifar10_proser_fedavg__split06__seed1__d0.1,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_06,1,0.1,cifar10__split06__seed1,fresh_training,1068471835,501477183,2207905063,485649363,3619723160,976452618,1208726924,3288538846,1054655390,3059670850,691908337,828945767,3740439335
cifar10_proser_fedavg__split06__seed1__d0.5,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_06,1,0.5,cifar10__split06__seed1,fresh_training,1068471835,501477183,2207905063,485649363,3619723160,976452618,1208726924,3288538846,1054655390,3059670850,691908337,828945767,3740439335
cifar10_proser_fedavg__split06__seed1__d5.0,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_06,1,5.0,cifar10__split06__seed1,fresh_training,1068471835,501477183,2207905063,485649363,3619723160,976452618,1208726924,3288538846,1054655390,3059670850,691908337,828945767,3740439335
cifar10_proser_fedavg__split06__seed2__d0.1,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_06,2,0.1,cifar10__split06__seed2,fresh_training,126082100,4123608962,3020556938,2897625366,753644954,3994059034,1461674680,1545993777,2603973321,2723033462,834327634,693722453,889755106
cifar10_proser_fedavg__split06__seed2__d0.5,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_06,2,0.5,cifar10__split06__seed2,fresh_training,126082100,4123608962,3020556938,2897625366,753644954,3994059034,1461674680,1545993777,2603973321,2723033462,834327634,693722453,889755106
cifar10_proser_fedavg__split06__seed2__d5.0,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_06,2,5.0,cifar10__split06__seed2,fresh_training,126082100,4123608962,3020556938,2897625366,753644954,3994059034,1461674680,1545993777,2603973321,2723033462,834327634,693722453,889755106
cifar10_proser_fedavg__split06__seed3__d0.1,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_06,3,0.1,cifar10__split06__seed3,fresh_training,224698433,2761557971,199614479,835417115,681645762,1041362129,3431006655,3390436639,1636033291,630974301,724919933,226325272,2023812972
cifar10_proser_fedavg__split06__seed3__d0.5,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_06,3,0.5,cifar10__split06__seed3,fresh_training,224698433,2761557971,199614479,835417115,681645762,1041362129,3431006655,3390436639,1636033291,630974301,724919933,226325272,2023812972
cifar10_proser_fedavg__split06__seed3__d5.0,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_06,3,5.0,cifar10__split06__seed3,fresh_training,224698433,2761557971,199614479,835417115,681645762,1041362129,3431006655,3390436639,1636033291,630974301,724919933,226325272,2023812972
cifar10_proser_fedavg__split06__seed4__d0.1,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_06,4,0.1,cifar10__split06__seed4,fresh_training,2804439295,101641154,4098295203,4127629489,3256672471,3814150284,1102819397,3846793284,631155234,2279289858,2547218957,2977344418,4010683797
cifar10_proser_fedavg__split06__seed4__d0.5,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_06,4,0.5,cifar10__split06__seed4,fresh_training,2804439295,101641154,4098295203,4127629489,3256672471,3814150284,1102819397,3846793284,631155234,2279289858,2547218957,2977344418,4010683797
cifar10_proser_fedavg__split06__seed4__d5.0,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_06,4,5.0,cifar10__split06__seed4,fresh_training,2804439295,101641154,4098295203,4127629489,3256672471,3814150284,1102819397,3846793284,631155234,2279289858,2547218957,2977344418,4010683797
cifar10_proser_fedavg__split07__seed0__d0.1,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_07,0,0.1,cifar10__split07__seed0,fresh_training,2649525222,3640082450,802480656,1661191349,2375861750,1521687618,2575455677,3936927261,744325918,3189090512,2502758482,3088531602,897126959
cifar10_proser_fedavg__split07__seed0__d0.5,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_07,0,0.5,cifar10__split07__seed0,fresh_training,2649525222,3640082450,802480656,1661191349,2375861750,1521687618,2575455677,3936927261,744325918,3189090512,2502758482,3088531602,897126959
cifar10_proser_fedavg__split07__seed0__d5.0,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_07,0,5.0,cifar10__split07__seed0,fresh_training,2649525222,3640082450,802480656,1661191349,2375861750,1521687618,2575455677,3936927261,744325918,3189090512,2502758482,3088531602,897126959
cifar10_proser_fedavg__split07__seed1__d0.1,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_07,1,0.1,cifar10__split07__seed1,fresh_training,2224121797,661334528,1546305384,1358689900,2905653788,2870765374,2748718432,724926285,2069796577,3837677304,2843297750,670907508,4199595593
cifar10_proser_fedavg__split07__seed1__d0.5,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_07,1,0.5,cifar10__split07__seed1,fresh_training,2224121797,661334528,1546305384,1358689900,2905653788,2870765374,2748718432,724926285,2069796577,3837677304,2843297750,670907508,4199595593
cifar10_proser_fedavg__split07__seed1__d5.0,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_07,1,5.0,cifar10__split07__seed1,fresh_training,2224121797,661334528,1546305384,1358689900,2905653788,2870765374,2748718432,724926285,2069796577,3837677304,2843297750,670907508,4199595593
cifar10_proser_fedavg__split07__seed2__d0.1,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_07,2,0.1,cifar10__split07__seed2,fresh_training,3968167876,2772056347,1957280720,3219432855,1337561894,1255265493,1704301727,3692547502,444446082,3544141390,2818873647,1440599524,830560901
cifar10_proser_fedavg__split07__seed2__d0.5,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_07,2,0.5,cifar10__split07__seed2,fresh_training,3968167876,2772056347,1957280720,3219432855,1337561894,1255265493,1704301727,3692547502,444446082,3544141390,2818873647,1440599524,830560901
cifar10_proser_fedavg__split07__seed2__d5.0,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_07,2,5.0,cifar10__split07__seed2,fresh_training,3968167876,2772056347,1957280720,3219432855,1337561894,1255265493,1704301727,3692547502,444446082,3544141390,2818873647,1440599524,830560901
cifar10_proser_fedavg__split07__seed3__d0.1,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_07,3,0.1,cifar10__split07__seed3,fresh_training,1511311201,1299159702,1060089359,887259028,1977220819,83846063,3968062534,604546881,1171283400,1060033330,831264465,2911013448,1041476579
cifar10_proser_fedavg__split07__seed3__d0.5,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_07,3,0.5,cifar10__split07__seed3,fresh_training,1511311201,1299159702,1060089359,887259028,1977220819,83846063,3968062534,604546881,1171283400,1060033330,831264465,2911013448,1041476579
cifar10_proser_fedavg__split07__seed3__d5.0,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_07,3,5.0,cifar10__split07__seed3,fresh_training,1511311201,1299159702,1060089359,887259028,1977220819,83846063,3968062534,604546881,1171283400,1060033330,831264465,2911013448,1041476579
cifar10_proser_fedavg__split07__seed4__d0.1,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_07,4,0.1,cifar10__split07__seed4,fresh_training,2290872305,2948476259,2552154128,2337582421,2211215366,4203147098,946712775,1106527004,637811382,219645341,1358328374,4081251721,1178227304
cifar10_proser_fedavg__split07__seed4__d0.5,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_07,4,0.5,cifar10__split07__seed4,fresh_training,2290872305,2948476259,2552154128,2337582421,2211215366,4203147098,946712775,1106527004,637811382,219645341,1358328374,4081251721,1178227304
cifar10_proser_fedavg__split07__seed4__d5.0,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_07,4,5.0,cifar10__split07__seed4,fresh_training,2290872305,2948476259,2552154128,2337582421,2211215366,4203147098,946712775,1106527004,637811382,219645341,1358328374,4081251721,1178227304
cifar10_proser_fedavg__split08__seed0__d0.1,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_08,0,0.1,cifar10__split08__seed0,fresh_training,618176417,1497360971,2393503907,2098813476,2682084336,984255805,3362529345,3021777703,3889654011,2176570139,2272626269,778915360,2707543100
cifar10_proser_fedavg__split08__seed0__d0.5,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_08,0,0.5,cifar10__split08__seed0,fresh_training,618176417,1497360971,2393503907,2098813476,2682084336,984255805,3362529345,3021777703,3889654011,2176570139,2272626269,778915360,2707543100
cifar10_proser_fedavg__split08__seed0__d5.0,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_08,0,5.0,cifar10__split08__seed0,fresh_training,618176417,1497360971,2393503907,2098813476,2682084336,984255805,3362529345,3021777703,3889654011,2176570139,2272626269,778915360,2707543100
cifar10_proser_fedavg__split08__seed1__d0.1,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_08,1,0.1,cifar10__split08__seed1,fresh_training,1087245179,323147760,1875521423,961011719,3742433809,4175611428,4019184187,2909998110,2542810891,1051778899,3786066870,323361399,3457516648
cifar10_proser_fedavg__split08__seed1__d0.5,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_08,1,0.5,cifar10__split08__seed1,fresh_training,1087245179,323147760,1875521423,961011719,3742433809,4175611428,4019184187,2909998110,2542810891,1051778899,3786066870,323361399,3457516648
cifar10_proser_fedavg__split08__seed1__d5.0,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_08,1,5.0,cifar10__split08__seed1,fresh_training,1087245179,323147760,1875521423,961011719,3742433809,4175611428,4019184187,2909998110,2542810891,1051778899,3786066870,323361399,3457516648
cifar10_proser_fedavg__split08__seed2__d0.1,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_08,2,0.1,cifar10__split08__seed2,fresh_training,7691299,556605451,1798816122,337780138,2547525254,1097024223,433193958,2542787643,3298608616,3063615817,2191853862,2188146000,2329636601
cifar10_proser_fedavg__split08__seed2__d0.5,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_08,2,0.5,cifar10__split08__seed2,fresh_training,7691299,556605451,1798816122,337780138,2547525254,1097024223,433193958,2542787643,3298608616,3063615817,2191853862,2188146000,2329636601
cifar10_proser_fedavg__split08__seed2__d5.0,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_08,2,5.0,cifar10__split08__seed2,fresh_training,7691299,556605451,1798816122,337780138,2547525254,1097024223,433193958,2542787643,3298608616,3063615817,2191853862,2188146000,2329636601
cifar10_proser_fedavg__split08__seed3__d0.1,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_08,3,0.1,cifar10__split08__seed3,fresh_training,1587334303,4145595972,3934082228,1176162347,1075318699,3453214851,3967732274,4117799917,3992792580,2625728981,306182758,203794158,1050566830
cifar10_proser_fedavg__split08__seed3__d0.5,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_08,3,0.5,cifar10__split08__seed3,fresh_training,1587334303,4145595972,3934082228,1176162347,1075318699,3453214851,3967732274,4117799917,3992792580,2625728981,306182758,203794158,1050566830
cifar10_proser_fedavg__split08__seed3__d5.0,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_08,3,5.0,cifar10__split08__seed3,fresh_training,1587334303,4145595972,3934082228,1176162347,1075318699,3453214851,3967732274,4117799917,3992792580,2625728981,306182758,203794158,1050566830
cifar10_proser_fedavg__split08__seed4__d0.1,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_08,4,0.1,cifar10__split08__seed4,fresh_training,1281125712,1229832005,3357508393,2834217864,3309983112,2735346165,3434657493,3699164057,2097673667,1112494673,732303534,607797950,2175571468
cifar10_proser_fedavg__split08__seed4__d0.5,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_08,4,0.5,cifar10__split08__seed4,fresh_training,1281125712,1229832005,3357508393,2834217864,3309983112,2735346165,3434657493,3699164057,2097673667,1112494673,732303534,607797950,2175571468
cifar10_proser_fedavg__split08__seed4__d5.0,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_08,4,5.0,cifar10__split08__seed4,fresh_training,1281125712,1229832005,3357508393,2834217864,3309983112,2735346165,3434657493,3699164057,2097673667,1112494673,732303534,607797950,2175571468
cifar10_proser_fedavg__split09__seed0__d0.1,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_09,0,0.1,cifar10__split09__seed0,fresh_training,4135463781,288365142,2347241236,3333937316,394039872,2926688861,2580081680,3563372065,3696411823,2269446078,3123094014,282478985,2060413607
cifar10_proser_fedavg__split09__seed0__d0.5,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_09,0,0.5,cifar10__split09__seed0,fresh_training,4135463781,288365142,2347241236,3333937316,394039872,2926688861,2580081680,3563372065,3696411823,2269446078,3123094014,282478985,2060413607
cifar10_proser_fedavg__split09__seed0__d5.0,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_09,0,5.0,cifar10__split09__seed0,fresh_training,4135463781,288365142,2347241236,3333937316,394039872,2926688861,2580081680,3563372065,3696411823,2269446078,3123094014,282478985,2060413607
cifar10_proser_fedavg__split09__seed1__d0.1,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_09,1,0.1,cifar10__split09__seed1,fresh_training,821830023,3685370117,2268778052,2298814833,3736655682,2810969674,959546810,1495362682,3132071622,1343383694,3723046516,3959828095,3386253892
cifar10_proser_fedavg__split09__seed1__d0.5,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_09,1,0.5,cifar10__split09__seed1,fresh_training,821830023,3685370117,2268778052,2298814833,3736655682,2810969674,959546810,1495362682,3132071622,1343383694,3723046516,3959828095,3386253892
cifar10_proser_fedavg__split09__seed1__d5.0,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_09,1,5.0,cifar10__split09__seed1,fresh_training,821830023,3685370117,2268778052,2298814833,3736655682,2810969674,959546810,1495362682,3132071622,1343383694,3723046516,3959828095,3386253892
cifar10_proser_fedavg__split09__seed2__d0.1,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_09,2,0.1,cifar10__split09__seed2,fresh_training,3235259820,1322460403,3545980543,2504658839,1447250635,1450625392,2307776164,80271598,2349102891,1487127682,1685353726,667507758,1776583046
cifar10_proser_fedavg__split09__seed2__d0.5,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_09,2,0.5,cifar10__split09__seed2,fresh_training,3235259820,1322460403,3545980543,2504658839,1447250635,1450625392,2307776164,80271598,2349102891,1487127682,1685353726,667507758,1776583046
cifar10_proser_fedavg__split09__seed2__d5.0,cifar10,cifar10_proser_fedavg,WRN28_10_PROSER_FEDAVG,wide_resnet_28_10,32x32,proser_fedavg,fedavg,False,False,cifar10_split_09,2,5.0,cifar10__split09__seed2,fresh_training,3235259820,1322460403,3545980543,2504658839,1447250635,1450625392,2307776164,80271598,2349102891,1487127682,1685353726,667507758,1776583046
