semantic_id,dataset,condition,split,repetition,frozen_primary_audit_seed,seed_source,embedded_artifact_audit_seed,rng_contract
cifar100_proser_fedavg__split08__seed2__d5.0,cifar100,d5,8,2,341861708,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar100_proser_fedavg__split08__seed3__d0.1,cifar100,d0.1,8,3,1441914193,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar100_proser_fedavg__split08__seed3__d0.5,cifar100,d0.5,8,3,1441914193,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar100_proser_fedavg__split08__seed3__d5.0,cifar100,d5,8,3,1441914193,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar100_proser_fedavg__split08__seed4__d0.1,cifar100,d0.1,8,4,2834732810,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar100_proser_fedavg__split08__seed4__d0.5,cifar100,d0.5,8,4,2834732810,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar100_proser_fedavg__split08__seed4__d5.0,cifar100,d5,8,4,2834732810,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar100_proser_fedavg__split09__seed0__d0.1,cifar100,d0.1,9,0,1368353471,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar100_proser_fedavg__split09__seed0__d0.5,cifar100,d0.5,9,0,1368353471,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar100_proser_fedavg__split09__seed0__d5.0,cifar100,d5,9,0,1368353471,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar100_proser_fedavg__split09__seed1__d0.1,cifar100,d0.1,9,1,2090847257,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar100_proser_fedavg__split09__seed1__d0.5,cifar100,d0.5,9,1,2090847257,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar100_proser_fedavg__split09__seed1__d5.0,cifar100,d5,9,1,2090847257,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar100_proser_fedavg__split09__seed2__d0.1,cifar100,d0.1,9,2,675052726,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar100_proser_fedavg__split09__seed2__d0.5,cifar100,d0.5,9,2,675052726,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar100_proser_fedavg__split09__seed2__d5.0,cifar100,d5,9,2,675052726,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar100_proser_fedavg__split09__seed3__d0.1,cifar100,d0.1,9,3,2648493648,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar100_proser_fedavg__split09__seed3__d0.5,cifar100,d0.5,9,3,2648493648,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar100_proser_fedavg__split09__seed3__d5.0,cifar100,d5,9,3,2648493648,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar100_proser_fedavg__split09__seed4__d0.1,cifar100,d0.1,9,4,813448879,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar100_proser_fedavg__split09__seed4__d0.5,cifar100,d0.5,9,4,813448879,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar100_proser_fedavg__split09__seed4__d5.0,cifar100,d5,9,4,813448879,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split00__seed0__d0.1,cifar10,d0.1,0,0,3409906855,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split00__seed0__d0.5,cifar10,d0.5,0,0,3409906855,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split00__seed0__d5.0,cifar10,d5,0,0,3409906855,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split00__seed1__d0.1,cifar10,d0.1,0,1,3180620588,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split00__seed1__d0.5,cifar10,d0.5,0,1,3180620588,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split00__seed1__d5.0,cifar10,d5,0,1,3180620588,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split00__seed2__d0.1,cifar10,d0.1,0,2,1752956387,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split00__seed2__d0.5,cifar10,d0.5,0,2,1752956387,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split00__seed2__d5.0,cifar10,d5,0,2,1752956387,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split00__seed3__d0.1,cifar10,d0.1,0,3,10848192,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split00__seed3__d0.5,cifar10,d0.5,0,3,10848192,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split00__seed3__d5.0,cifar10,d5,0,3,10848192,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split00__seed4__d0.1,cifar10,d0.1,0,4,4275751143,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split00__seed4__d0.5,cifar10,d0.5,0,4,4275751143,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split00__seed4__d5.0,cifar10,d5,0,4,4275751143,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split01__seed0__d0.1,cifar10,d0.1,1,0,2783490910,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split01__seed0__d0.5,cifar10,d0.5,1,0,2783490910,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split01__seed0__d5.0,cifar10,d5,1,0,2783490910,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split01__seed1__d0.1,cifar10,d0.1,1,1,3999345152,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split01__seed1__d0.5,cifar10,d0.5,1,1,3999345152,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split01__seed1__d5.0,cifar10,d5,1,1,3999345152,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split01__seed2__d0.1,cifar10,d0.1,1,2,776235959,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split01__seed2__d0.5,cifar10,d0.5,1,2,776235959,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split01__seed2__d5.0,cifar10,d5,1,2,776235959,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split01__seed3__d0.1,cifar10,d0.1,1,3,3688545234,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split01__seed3__d0.5,cifar10,d0.5,1,3,3688545234,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split01__seed3__d5.0,cifar10,d5,1,3,3688545234,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split01__seed4__d0.1,cifar10,d0.1,1,4,4178169859,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split01__seed4__d0.5,cifar10,d0.5,1,4,4178169859,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split01__seed4__d5.0,cifar10,d5,1,4,4178169859,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split02__seed0__d0.1,cifar10,d0.1,2,0,705208115,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split02__seed0__d0.5,cifar10,d0.5,2,0,705208115,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split02__seed0__d5.0,cifar10,d5,2,0,705208115,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split02__seed1__d0.1,cifar10,d0.1,2,1,364116490,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split02__seed1__d0.5,cifar10,d0.5,2,1,364116490,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split02__seed1__d5.0,cifar10,d5,2,1,364116490,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split02__seed2__d0.1,cifar10,d0.1,2,2,401018107,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split02__seed2__d0.5,cifar10,d0.5,2,2,401018107,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split02__seed2__d5.0,cifar10,d5,2,2,401018107,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split02__seed3__d0.1,cifar10,d0.1,2,3,4284297689,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split02__seed3__d0.5,cifar10,d0.5,2,3,4284297689,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split02__seed3__d5.0,cifar10,d5,2,3,4284297689,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split02__seed4__d0.1,cifar10,d0.1,2,4,1951852865,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split02__seed4__d0.5,cifar10,d0.5,2,4,1951852865,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split02__seed4__d5.0,cifar10,d5,2,4,1951852865,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split03__seed0__d0.1,cifar10,d0.1,3,0,2059207558,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split03__seed0__d0.5,cifar10,d0.5,3,0,2059207558,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split03__seed0__d5.0,cifar10,d5,3,0,2059207558,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split03__seed1__d0.1,cifar10,d0.1,3,1,2078687017,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split03__seed1__d0.5,cifar10,d0.5,3,1,2078687017,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split03__seed1__d5.0,cifar10,d5,3,1,2078687017,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split03__seed2__d0.1,cifar10,d0.1,3,2,3252553165,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split03__seed2__d0.5,cifar10,d0.5,3,2,3252553165,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split03__seed2__d5.0,cifar10,d5,3,2,3252553165,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split03__seed3__d0.1,cifar10,d0.1,3,3,2784462196,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split03__seed3__d0.5,cifar10,d0.5,3,3,2784462196,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split03__seed3__d5.0,cifar10,d5,3,3,2784462196,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split03__seed4__d0.1,cifar10,d0.1,3,4,2745648300,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split03__seed4__d0.5,cifar10,d0.5,3,4,2745648300,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split03__seed4__d5.0,cifar10,d5,3,4,2745648300,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split04__seed0__d0.1,cifar10,d0.1,4,0,3253060520,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split04__seed0__d0.5,cifar10,d0.5,4,0,3253060520,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split04__seed0__d5.0,cifar10,d5,4,0,3253060520,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split04__seed1__d0.1,cifar10,d0.1,4,1,1426030260,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split04__seed1__d0.5,cifar10,d0.5,4,1,1426030260,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split04__seed1__d5.0,cifar10,d5,4,1,1426030260,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split04__seed2__d0.1,cifar10,d0.1,4,2,2938545752,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split04__seed2__d0.5,cifar10,d0.5,4,2,2938545752,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split04__seed2__d5.0,cifar10,d5,4,2,2938545752,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split04__seed3__d0.1,cifar10,d0.1,4,3,716624903,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split04__seed3__d0.5,cifar10,d0.5,4,3,716624903,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split04__seed3__d5.0,cifar10,d5,4,3,716624903,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split04__seed4__d0.1,cifar10,d0.1,4,4,1358120413,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split04__seed4__d0.5,cifar10,d0.5,4,4,1358120413,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split04__seed4__d5.0,cifar10,d5,4,4,1358120413,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split05__seed0__d0.1,cifar10,d0.1,5,0,4045760189,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split05__seed0__d0.5,cifar10,d0.5,5,0,4045760189,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split05__seed0__d5.0,cifar10,d5,5,0,4045760189,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split05__seed1__d0.1,cifar10,d0.1,5,1,1886493673,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split05__seed1__d0.5,cifar10,d0.5,5,1,1886493673,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split05__seed1__d5.0,cifar10,d5,5,1,1886493673,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split05__seed2__d0.1,cifar10,d0.1,5,2,140490442,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split05__seed2__d0.5,cifar10,d0.5,5,2,140490442,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split05__seed2__d5.0,cifar10,d5,5,2,140490442,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split05__seed3__d0.1,cifar10,d0.1,5,3,1233565215,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split05__seed3__d0.5,cifar10,d0.5,5,3,1233565215,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split05__seed3__d5.0,cifar10,d5,5,3,1233565215,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split05__seed4__d0.1,cifar10,d0.1,5,4,408740932,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split05__seed4__d0.5,cifar10,d0.5,5,4,408740932,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split05__seed4__d5.0,cifar10,d5,5,4,408740932,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split06__seed0__d0.1,cifar10,d0.1,6,0,1643074505,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split06__seed0__d0.5,cifar10,d0.5,6,0,1643074505,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split06__seed0__d5.0,cifar10,d5,6,0,1643074505,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split06__seed1__d0.1,cifar10,d0.1,6,1,3059670850,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split06__seed1__d0.5,cifar10,d0.5,6,1,3059670850,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split06__seed1__d5.0,cifar10,d5,6,1,3059670850,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split06__seed2__d0.1,cifar10,d0.1,6,2,2723033462,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split06__seed2__d0.5,cifar10,d0.5,6,2,2723033462,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split06__seed2__d5.0,cifar10,d5,6,2,2723033462,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split06__seed3__d0.1,cifar10,d0.1,6,3,630974301,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split06__seed3__d0.5,cifar10,d0.5,6,3,630974301,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split06__seed3__d5.0,cifar10,d5,6,3,630974301,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split06__seed4__d0.1,cifar10,d0.1,6,4,2279289858,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split06__seed4__d0.5,cifar10,d0.5,6,4,2279289858,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split06__seed4__d5.0,cifar10,d5,6,4,2279289858,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split07__seed0__d0.1,cifar10,d0.1,7,0,3189090512,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
cifar10_proser_fedavg__split07__seed0__d0.5,cifar10,d0.5,7,0,3189090512,confirmatory_400r_matrix.seed_primary_audit_draw,,"numpy-PCG64-SeedSequence([frozen_primary_audit_seed, client_id, 0])"
